VIOLENT_CRIME_FLAG;REPORTING_AREA_ENCODED;OFFENSE_CODE_GROUP_ENCODED;DAY_OF_WEEK_ENCODED;COUNT_CRIMES_ENCODED
1;403;44;6;0
1;70;42;3;0
1;499;49;5;0
1;147;43;2;3
0;797;10;1;0
0;545;40;5;4
1;213;0;2;0
1;824;14;6;0
0;225;62;0;0
0;820;34;5;0
1;799;29;3;0
0;551;46;3;1
0;787;22;3;0
1;353;31;3;0
1;140;43;4;0
0;816;62;1;0
1;3;63;0;4
0;27;51;2;1
1;579;27;1;0
0;25;52;2;7
0;768;34;5;11
0;98;22;6;0
0;4;21;3;0
1;807;31;6;2
0;53;62;0;0
0;129;56;3;1
1;844;41;2;0
1;641;43;1;2
1;325;43;0;1
1;230;61;1;2
1;370;61;5;6
1;18;49;6;0
0;153;38;5;0
1;340;63;6;0
0;298;28;4;0
0;49;12;3;2
0;798;52;3;3
0;857;19;3;0
0;751;19;6;0
1;176;61;3;8
1;734;43;5;2
1;726;43;1;0
1;136;61;4;0
0;142;62;5;4
1;20;63;1;2
1;822;61;4;1
1;174;58;1;1
0;300;32;4;0
1;283;66;6;10
1;325;61;1;0
0;486;62;0;2
0;261;32;5;7
0;235;34;5;1
0;537;56;5;2
0;415;22;4;1
1;418;33;6;0
1;799;64;5;6
1;87;61;3;1
1;19;61;0;2
1;532;27;4;0
0;102;47;3;0
1;750;35;3;1
1;14;15;0;18
1;618;66;5;0
0;125;34;0;0
1;176;45;2;1
0;123;19;0;0
1;295;15;0;20
0;434;34;6;4
0;19;12;5;0
0;334;52;1;0
0;5;46;5;2
1;327;65;6;0
1;549;43;1;2
0;276;56;5;2
0;487;34;0;2
1;812;66;2;2
1;345;43;3;0
0;301;40;3;3
0;762;34;3;0
1;22;31;3;0
1;24;35;3;2
0;597;34;6;2
1;848;31;6;0
0;231;51;1;0
1;815;57;2;0
1;197;31;4;2
0;13;34;5;0
1;754;15;0;0
1;146;43;2;1
0;193;46;5;0
1;407;41;0;1
0;389;22;6;1
1;153;55;6;0
0;578;34;4;7
0;396;46;1;0
1;283;66;4;9
1;563;43;4;3
0;112;32;1;2
1;218;35;0;0
1;467;64;5;2
1;221;58;4;1
0;739;22;5;0
1;640;61;3;1
1;43;31;1;3
0;857;52;6;0
0;178;59;4;0
1;237;43;2;0
1;20;49;3;3
0;91;46;4;6
1;582;55;2;1
0;124;21;3;0
1;540;63;0;0
1;341;15;6;0
1;39;31;3;4
1;73;55;3;1
1;586;41;0;0
1;826;43;4;4
1;10;61;2;0
1;440;31;2;0
0;198;34;4;9
1;313;31;0;0
0;655;32;3;0
0;775;52;3;3
1;133;31;6;4
0;505;40;6;3
1;127;14;6;0
1;59;43;6;2
0;391;40;6;2
1;41;0;3;0
1;658;35;3;0
1;580;61;0;2
0;46;62;4;0
0;717;52;3;3
1;73;27;0;2
0;873;46;3;0
1;224;31;5;0
1;81;15;0;13
0;21;52;2;5
1;359;27;1;0
0;422;12;0;0
0;476;22;1;1
1;795;43;2;0
0;451;4;4;1
1;316;31;1;0
1;609;61;2;0
1;230;63;3;0
0;227;21;4;0
0;803;40;3;2
0;490;46;4;0
0;78;46;0;2
0;551;34;4;0
0;507;32;2;0
1;234;15;5;3
1;204;43;5;4
1;799;57;4;0
0;192;40;0;1
1;265;66;3;0
1;317;65;5;2
1;596;43;3;2
1;286;42;5;1
1;398;27;2;0
1;334;61;5;3
1;779;13;0;0
1;190;43;1;4
0;37;34;4;1
1;184;66;5;0
0;656;34;4;0
0;828;40;2;1
1;175;66;6;0
1;509;27;5;0
1;403;63;3;2
1;314;55;2;0
1;296;14;1;0
1;482;43;1;0
1;270;31;5;3
1;280;43;1;0
0;207;21;1;0
1;239;65;2;0
0;355;21;5;0
0;305;34;2;0
0;30;51;3;0
0;700;40;6;0
0;299;34;2;11
0;731;46;4;0
1;250;63;3;10
0;534;56;3;2
1;198;50;6;1
1;562;35;3;0
0;172;32;5;0
0;60;22;1;0
0;859;4;1;1
1;741;15;1;1
1;327;43;0;1
0;181;32;5;1
1;49;58;2;0
1;290;35;3;0
1;512;31;2;1
1;826;64;1;8
0;556;38;1;0
1;161;64;1;0
1;787;58;1;0
1;757;43;3;4
1;615;57;6;0
0;211;52;2;0
1;206;61;6;0
1;436;66;5;0
0;521;34;3;3
0;402;52;6;0
1;24;55;4;1
0;189;21;6;0
1;817;64;2;5
1;236;43;1;3
0;314;52;6;0
1;206;57;3;0
1;6;35;6;0
0;774;22;1;0
1;279;64;0;2
1;360;55;6;0
0;436;34;0;2
0;725;40;3;0
1;521;31;6;1
1;180;31;6;2
0;823;21;3;0
1;367;65;6;1
1;252;31;6;7
1;13;61;2;1
0;275;19;0;0
1;768;44;6;0
0;769;37;4;0
1;579;64;2;0
1;811;41;3;0
0;516;52;0;0
0;439;34;2;0
0;379;46;1;0
0;299;46;4;3
1;302;64;0;0
1;70;31;0;0
1;14;35;5;1
0;667;40;5;0
0;364;34;3;0
1;35;49;4;1
1;521;61;6;0
0;59;34;2;2
0;652;10;3;0
0;62;62;0;0
1;807;63;6;0
0;582;4;6;0
0;593;62;6;2
1;187;58;2;0
1;291;64;6;1
1;301;58;2;0
1;251;61;2;1
1;647;27;1;0
1;61;41;0;3
0;509;46;4;0
1;755;31;0;2
1;618;42;5;0
1;445;0;0;0
1;580;63;2;2
1;571;53;3;0
0;476;46;1;1
1;577;61;5;0
0;873;22;1;1
1;6;0;6;0
1;595;35;5;2
0;259;40;4;1
0;776;56;5;0
0;18;46;2;0
0;207;5;4;0
0;278;51;3;0
0;382;46;4;3
0;105;4;2;0
1;288;66;3;0
1;504;53;4;0
1;96;58;3;0
0;538;22;5;0
1;860;43;3;2
1;762;27;5;2
0;370;40;3;3
1;276;43;0;0
1;320;63;3;1
1;579;14;5;2
1;154;0;1;0
0;661;22;5;0
1;179;66;2;0
0;812;5;4;0
0;14;32;3;3
1;586;63;3;1
1;193;43;2;0
1;140;31;3;0
0;394;40;3;1
1;467;42;0;0
1;234;15;3;0
0;86;4;2;0
0;858;46;1;0
0;342;22;0;0
1;242;65;1;0
1;178;29;4;0
1;0;35;3;0
1;415;64;0;0
0;69;46;0;2
1;191;42;6;7
0;278;5;2;0
0;836;32;0;0
0;138;62;6;2
0;817;46;4;6
0;554;40;5;0
1;160;65;4;0
1;825;58;1;0
1;189;63;1;2
1;227;43;1;1
0;516;40;3;0
1;820;65;4;1
1;807;0;5;0
1;242;29;2;0
0;189;40;3;4
1;501;43;6;2
0;353;46;4;0
1;365;31;6;0
1;343;41;1;2
1;190;58;4;0
1;639;20;0;0
0;58;40;5;1
0;98;51;2;0
1;349;64;0;5
0;531;22;5;2
0;773;46;4;0
1;727;31;4;1
1;296;63;2;0
0;713;60;6;0
0;396;40;2;0
1;276;65;2;0
1;737;58;2;1
1;473;43;3;0
1;811;63;0;6
0;746;62;4;4
1;244;6;3;0
1;514;33;0;0
1;168;31;3;1
1;214;35;5;1
1;145;15;3;0
1;432;43;6;0
1;778;66;0;0
0;127;51;6;1
0;257;60;3;0
0;17;56;5;0
1;580;0;0;1
0;96;4;1;1
0;420;34;4;1
1;368;63;5;0
0;781;62;5;0
1;114;35;0;0
0;727;46;0;0
1;529;63;0;2
0;684;34;3;1
0;531;52;5;3
0;823;11;1;0
0;27;22;6;0
1;385;57;6;0
1;38;63;3;3
0;13;37;0;0
1;578;64;0;0
0;292;56;4;0
1;371;49;4;1
1;393;58;0;1
1;706;61;3;0
0;182;60;1;0
0;838;11;5;0
0;282;52;0;3
1;230;63;4;3
1;79;0;2;0
0;361;36;2;0
1;854;27;5;0
1;583;63;2;2
0;577;12;1;0
1;384;31;6;1
0;594;62;1;0
1;121;35;5;2
0;212;40;3;3
1;403;33;1;0
0;314;12;5;0
0;650;19;0;1
1;431;55;4;0
1;205;58;4;0
1;374;0;3;4
1;723;31;3;3
1;328;65;4;1
1;76;35;1;0
1;205;64;6;0
0;224;5;2;0
0;277;19;2;0
0;269;40;0;0
1;104;66;1;1
1;88;58;6;2
1;217;31;3;1
1;194;65;3;0
0;28;34;4;1
1;173;6;4;0
1;521;42;0;0
0;167;40;5;0
0;439;46;2;1
1;478;31;1;0
0;24;51;0;0
0;787;37;6;0
0;799;40;0;4
0;200;46;1;3
0;172;10;4;0
1;329;43;3;1
0;124;52;3;0
0;568;34;5;3
0;122;40;0;1
1;393;55;0;0
0;371;52;2;0
0;283;62;5;2
1;434;41;4;0
1;198;33;6;0
0;680;32;0;0
0;695;46;2;0
1;719;53;6;0
0;278;22;5;0
0;462;34;6;0
1;420;63;1;3
1;415;35;6;1
1;149;63;5;1
1;150;43;0;3
1;444;58;1;0
1;407;20;6;0
1;297;43;5;1
0;467;59;5;0
0;32;62;3;8
0;126;62;1;3
1;369;63;2;3
1;5;61;0;2
0;143;40;1;4
1;43;31;0;2
1;165;27;2;1
0;404;46;6;5
1;327;61;0;0
1;763;43;4;3
1;65;61;1;2
1;404;15;2;1
0;14;32;4;6
1;257;27;3;1
0;755;34;2;2
0;529;4;0;0
0;70;40;4;1
1;10;43;0;5
1;69;43;4;3
1;775;0;2;1
1;356;27;1;0
1;252;43;4;10
0;641;12;6;0
0;48;52;3;0
0;283;46;0;4
1;841;43;4;1
0;45;46;4;2
0;641;52;6;0
0;567;40;1;0
1;852;41;4;0
0;42;37;0;1
1;14;15;3;7
0;234;40;3;6
0;366;56;0;0
0;489;46;6;0
0;92;40;3;0
1;595;41;1;0
1;260;66;0;0
1;392;55;4;0
0;210;52;2;0
0;104;59;2;0
1;366;6;5;0
1;94;63;5;1
1;717;66;4;1
1;199;61;2;0
1;468;31;1;1
1;740;66;1;0
1;387;49;3;1
1;172;61;4;6
0;781;40;5;3
1;129;0;0;0
0;242;32;0;3
1;55;27;0;2
0;82;11;5;0
0;739;22;3;0
1;469;63;4;0
1;14;35;6;2
0;685;34;0;3
0;726;34;3;1
1;420;61;3;2
0;595;56;0;6
1;818;63;6;0
1;765;61;6;1
1;152;63;2;1
0;764;51;1;0
1;480;31;1;0
1;273;35;1;0
0;382;4;4;1
1;344;35;4;0
1;19;43;1;5
0;208;51;2;0
0;152;40;4;1
0;200;62;6;1
1;162;64;3;0
1;88;49;3;0
1;739;64;6;0
1;605;43;1;1
1;91;27;0;2
1;18;58;0;1
1;592;63;2;0
1;203;63;2;0
1;177;6;1;0
0;91;34;0;1
0;860;22;5;0
0;437;46;6;0
1;579;58;3;2
1;718;65;3;0
1;204;66;3;2
1;94;35;1;1
1;259;33;3;0
1;422;31;5;1
1;189;57;6;0
0;227;22;0;2
0;428;11;0;0
1;394;41;0;3
0;49;16;3;0
0;650;52;0;1
0;407;10;3;0
1;151;41;2;0
0;265;32;2;1
1;25;63;5;0
1;826;64;0;8
0;590;56;0;2
0;557;56;3;1
0;596;46;5;5
1;266;64;3;2
1;805;58;4;0
1;2;43;5;2
0;309;32;5;0
0;537;59;1;1
1;39;0;5;1
0;114;34;5;2
0;218;40;5;1
1;500;42;2;0
1;281;64;1;1
0;387;4;4;2
1;827;31;5;5
1;218;42;1;0
1;373;0;4;0
0;70;11;3;0
0;517;34;3;1
0;803;12;5;0
0;159;32;5;1
1;252;65;5;1
0;124;32;5;1
1;495;35;1;0
1;426;27;6;0
1;792;31;6;0
0;841;32;0;5
0;767;56;5;0
0;792;34;6;0
0;57;19;6;0
1;358;31;5;0
1;803;43;2;4
1;28;31;6;1
1;206;43;1;4
0;726;32;5;0
1;587;27;6;1
1;536;61;0;0
1;724;64;5;1
1;420;41;3;0
1;86;65;0;2
0;283;12;1;0
1;572;58;3;0
0;754;34;4;2
1;129;14;0;0
0;59;46;2;3
0;182;19;3;0
0;445;52;2;1
1;487;64;4;0
0;368;12;1;0
1;35;65;2;0
1;492;64;1;1
1;154;43;3;6
0;173;51;4;4
1;317;0;0;1
0;48;46;0;0
0;269;62;6;0
1;561;63;1;3
0;369;32;1;2
1;262;6;2;2
1;392;0;3;0
1;159;63;6;9
1;556;58;1;0
1;420;53;1;0
0;293;46;6;2
0;737;40;4;1
0;526;34;3;3
1;422;42;3;0
0;652;32;4;1
1;848;61;2;4
1;442;15;6;0
0;4;12;5;1
1;826;43;6;3
0;391;40;3;7
1;158;43;0;3
1;378;14;3;0
1;388;63;3;2
0;196;34;0;0
0;60;46;6;4
0;600;37;1;0
1;181;15;5;0
0;373;46;3;4
0;46;19;3;0
1;294;33;2;0
0;129;52;4;0
0;553;4;6;0
1;327;66;0;0
1;428;0;0;1
1;687;64;1;0
1;426;64;4;1
1;598;35;3;0
1;83;27;4;0
0;291;56;0;0
0;258;32;3;0
1;383;6;0;0
0;127;40;5;3
0;474;22;0;0
1;814;14;4;3
0;524;4;6;1
1;489;31;3;0
0;688;10;2;0
0;460;34;0;0
0;803;46;2;4
1;413;63;2;0
1;256;64;4;4
1;184;41;5;0
1;274;15;6;0
1;551;53;0;0
1;850;61;6;1
1;516;49;3;0
0;767;34;4;7
0;404;32;0;2
1;319;15;2;0
1;207;43;1;7
1;25;61;0;7
0;164;46;1;0
1;409;43;6;1
1;355;64;1;7
1;271;3;2;0
1;317;15;3;1
1;718;61;3;0
0;590;40;0;0
0;238;32;5;0
1;739;50;1;2
0;490;59;2;0
0;119;34;0;5
1;412;31;5;0
0;245;32;5;1
1;326;43;5;3
0;359;32;1;1
1;802;43;6;1
1;236;33;4;0
0;253;4;1;6
0;738;34;1;2
0;251;46;4;1
1;548;31;4;1
1;425;42;2;0
1;256;31;3;0
0;13;19;4;0
1;253;14;3;1
0;240;19;2;0
1;591;58;0;1
0;87;4;4;1
1;296;64;4;0
1;111;63;4;3
1;405;64;5;2
0;201;46;6;4
0;510;62;3;1
0;484;40;2;1
0;640;32;6;0
1;536;63;6;4
0;208;47;6;0
1;873;63;5;1
0;553;40;5;0
0;361;46;5;14
0;724;17;3;0
1;80;43;2;2
0;198;12;1;0
0;486;22;3;0
0;512;32;6;1
1;111;66;5;0
0;511;11;4;0
1;744;63;6;1
0;739;62;4;0
0;425;34;5;0
1;428;41;4;0
0;752;62;3;1
1;422;41;4;1
1;422;15;1;0
0;821;62;1;3
0;758;32;0;0
1;394;65;2;2
1;249;27;5;0
1;859;64;1;1
1;215;42;2;0
1;472;0;3;0
1;812;0;5;5
1;7;63;5;0
1;373;61;3;2
0;855;40;2;3
0;355;32;5;2
0;138;22;6;0
0;636;46;3;0
1;237;63;1;1
0;411;4;4;1
1;165;65;0;2
0;121;34;1;1
0;766;46;1;4
0;122;19;4;0
0;193;22;5;2
0;24;12;5;0
1;421;42;1;0
1;434;64;2;9
0;625;46;3;1
1;456;31;0;1
0;57;32;3;0
0;368;19;4;0
1;634;43;6;0
1;370;61;1;4
1;487;41;0;1
1;346;43;2;1
1;505;64;1;1
1;379;15;2;0
1;198;15;0;11
1;609;43;4;4
0;31;34;2;2
0;508;34;6;3
1;307;65;2;0
1;558;31;5;0
1;350;53;5;0
1;75;49;4;0
0;225;40;1;3
1;295;65;2;0
0;261;36;3;0
1;292;31;5;4
1;374;61;4;3
0;609;51;2;0
0;64;62;3;3
0;804;62;0;2
1;392;43;5;6
1;81;31;3;1
1;123;43;5;2
1;368;43;2;3
1;323;57;5;0
1;729;61;2;0
0;427;4;1;1
0;531;52;2;0
0;651;11;1;0
0;527;34;3;0
0;857;46;0;1
0;854;51;3;0
1;292;6;6;0
0;556;62;6;0
0;160;62;5;0
1;185;57;6;0
1;387;33;6;0
0;802;5;4;0
1;281;63;1;0
0;367;52;5;0
1;279;53;1;1
0;749;40;4;1
1;542;61;2;0
1;474;31;5;1
1;777;61;2;2
1;628;63;2;0
1;151;6;6;0
1;86;14;0;2
0;807;34;5;0
0;350;11;4;0
1;751;43;4;2
1;586;35;4;0
1;3;61;6;2
1;486;35;1;0
0;752;34;1;0
0;301;12;6;2
0;485;56;5;1
0;271;46;4;4
1;443;57;5;0
0;532;4;0;0
1;572;31;4;5
1;818;64;1;0
0;434;4;4;0
0;60;51;4;1
1;133;0;4;0
0;229;51;0;0
0;724;51;3;0
0;518;40;5;1
1;257;35;2;5
1;231;6;2;0
1;223;63;0;1
0;451;62;0;0
1;250;49;5;0
0;748;40;1;6
1;415;61;6;2
1;281;0;1;1
0;51;52;3;3
1;157;66;0;0
1;260;64;3;10
1;73;66;6;19
1;137;66;3;0
1;365;61;3;1
1;719;55;4;0
1;90;35;5;0
1;382;43;5;6
1;221;49;0;0
0;48;11;5;2
1;545;31;4;1
0;31;34;3;1
1;417;31;6;1
0;770;52;2;0
0;515;52;5;0
1;73;14;4;1
1;60;31;0;1
0;149;4;5;0
1;650;35;5;1
1;504;41;6;0
0;203;52;6;1
0;733;22;0;0
0;853;62;1;1
0;198;62;5;1
0;47;46;5;0
1;27;0;2;3
1;209;66;0;2
0;643;34;0;0
1;236;64;3;2
0;156;56;6;0
1;70;43;2;11
0;257;10;1;0
1;159;65;2;1
0;377;59;0;1
0;92;36;6;0
1;361;65;1;4
1;469;58;6;0
0;336;32;2;1
0;577;62;1;14
0;597;11;2;0
1;636;31;1;0
1;411;33;0;0
0;619;34;4;0
0;347;22;6;0
0;183;40;4;0
1;409;64;6;5
0;646;40;5;0
1;299;63;5;0
0;661;40;3;1
1;546;65;2;0
1;69;63;4;0
0;423;40;3;0
1;33;43;5;3
1;43;58;3;0
0;337;34;5;4
0;804;11;4;0
1;240;41;2;0
0;807;19;4;0
1;356;31;5;3
0;139;4;2;0
1;264;43;6;1
0;294;46;5;0
0;296;40;4;2
1;26;27;2;0
0;662;34;5;4
1;93;0;5;2
1;407;0;3;2
1;98;27;3;0
1;122;64;0;3
0;135;32;6;0
1;166;43;2;0
0;173;52;6;1
1;241;0;0;4
1;398;61;0;1
1;23;0;3;1
1;565;63;2;0
1;49;63;5;2
1;576;63;3;2
1;206;0;2;0
0;267;62;3;3
0;15;52;3;1
1;804;15;2;0
0;558;62;1;1
0;832;34;5;5
1;390;57;5;0
0;823;22;5;0
1;83;61;0;0
1;487;61;1;1
0;14;56;3;0
1;22;61;2;5
1;338;66;1;1
1;355;27;5;0
0;792;32;0;0
1;353;61;3;0
0;211;22;3;0
1;822;31;1;2
1;415;42;1;0
1;587;58;4;0
1;647;64;1;0
1;811;58;0;1
0;263;46;3;2
1;739;20;5;0
1;361;35;3;0
1;408;31;2;1
1;573;15;1;1
0;811;40;2;10
1;365;64;5;1
0;196;40;5;0
0;310;22;4;0
0;731;22;5;1
1;850;35;1;3
1;111;43;6;3
0;765;62;3;9
1;41;31;2;0
1;122;41;2;0
1;99;31;3;0
0;172;34;3;4
1;454;27;5;0
0;373;56;5;0
1;533;33;6;0
0;367;60;0;0
0;757;4;4;0
1;816;63;4;1
1;294;61;1;2
1;78;61;2;3
0;373;62;5;0
1;841;35;5;0
1;161;35;1;0
0;385;22;2;0
1;582;44;0;0
1;780;63;4;0
0;451;52;1;0
1;349;64;6;2
0;860;32;6;2
1;263;27;5;0
1;470;43;3;0
1;156;63;2;0
0;584;32;4;1
1;295;27;5;0
1;202;31;6;1
1;253;41;4;4
0;644;12;6;0
1;604;43;5;0
0;244;62;1;1
0;176;21;1;0
0;351;11;2;0
1;269;31;3;0
0;370;37;2;2
1;565;57;3;0
1;337;31;0;0
0;392;52;2;0
1;860;14;0;0
0;662;16;2;0
0;43;46;4;0
1;113;66;1;0
0;780;22;3;0
1;432;31;2;0
1;58;27;2;0
0;698;46;3;0
1;428;0;5;0
1;816;61;1;3
0;96;4;5;2
1;281;64;6;2
1;403;61;3;4
0;739;51;5;3
0;134;56;6;1
1;345;15;5;0
1;238;64;4;1
1;403;31;4;14
0;388;46;2;1
1;285;61;6;6
0;816;19;4;0
0;607;4;2;0
0;149;22;1;0
1;716;44;4;0
0;299;19;5;0
1;229;33;4;0
1;197;6;3;0
0;490;40;4;2
1;181;64;5;3
0;466;22;5;0
0;764;56;1;0
1;434;42;2;1
1;800;45;2;0
0;11;51;0;0
0;240;32;0;0
0;76;34;2;8
1;433;43;0;4
0;691;46;1;0
0;524;51;2;3
1;472;66;2;0
1;761;66;4;0
0;800;52;5;2
1;472;14;6;1
1;324;31;0;1
0;710;4;0;0
0;797;62;3;0
1;514;61;3;2
0;170;32;1;0
1;22;3;1;2
0;179;46;0;0
0;190;22;4;0
0;285;36;6;0
0;136;56;0;0
0;372;40;0;2
1;849;31;1;3
1;494;43;2;2
1;111;31;1;0
0;607;22;5;2
0;309;16;4;0
1;251;27;6;0
1;222;65;6;1
1;635;43;0;2
0;442;62;5;0
0;573;46;4;2
1;129;58;6;0
0;137;56;3;1
1;460;31;2;2
1;763;31;4;2
1;387;0;0;2
0;176;21;0;0
1;720;58;0;0
1;317;42;2;0
1;266;41;1;1
1;780;0;5;0
1;226;61;4;5
0;318;32;3;1
1;855;64;5;5
0;3;34;6;5
1;864;58;5;0
0;165;32;5;2
0;282;51;5;6
1;515;65;2;0
1;180;15;4;0
1;395;57;5;1
1;631;15;3;0
0;409;32;3;1
0;860;34;6;0
0;431;32;6;0
1;138;66;5;2
1;424;31;5;0
0;799;22;5;0
1;661;66;1;0
1;163;20;3;0
1;784;63;2;0
0;775;40;2;3
0;636;62;4;0
0;338;22;0;2
1;499;43;4;1
1;512;43;2;3
1;817;61;2;2
1;250;66;4;4
1;169;61;4;0
0;524;40;3;2
1;695;3;5;0
0;530;62;5;0
1;269;31;4;0
1;338;15;4;0
0;412;19;4;0
1;334;35;3;1
1;37;43;0;0
0;73;34;5;9
1;16;27;4;1
1;854;41;5;0
0;511;40;4;6
1;575;49;6;0
0;14;38;5;1
0;19;32;3;0
1;284;45;6;0
1;42;63;1;3
0;800;22;0;1
1;405;31;3;3
1;572;64;6;1
1;392;15;5;0
0;348;17;3;0
1;818;0;4;0
1;294;15;3;1
0;832;10;6;0
1;548;58;3;0
1;803;57;3;1
1;115;63;3;0
0;282;51;4;2
0;286;46;6;5
1;135;41;1;0
0;406;4;6;0
1;143;64;2;3
0;493;4;2;0
1;322;64;6;2
0;206;10;6;0
1;65;64;3;0
1;468;31;5;1
0;171;34;4;4
1;571;31;5;1
0;694;34;0;1
0;133;62;1;1
1;9;31;0;0
0;349;40;2;0
1;257;61;5;1
0;435;40;1;1
1;534;61;2;0
0;826;46;6;5
0;283;56;6;0
1;363;42;3;0
1;791;0;0;0
1;527;42;1;0
0;407;34;6;1
1;487;64;5;0
1;470;43;5;2
1;347;20;4;0
1;105;58;0;0
0;852;19;6;0
1;216;63;6;1
1;238;57;6;0
1;287;61;6;1
1;415;65;3;0
0;378;4;0;0
0;60;10;3;0
0;400;46;6;0
0;446;12;0;0
0;52;32;2;1
1;353;35;4;1
0;135;34;4;3
1;296;65;6;0
1;81;66;5;3
1;436;63;1;0
1;628;43;3;2
0;205;12;2;0
0;28;12;2;0
1;38;66;3;0
0;286;36;2;0
0;284;4;0;0
0;346;32;6;1
0;225;56;2;2
1;257;64;0;4
1;749;41;6;0
1;131;43;0;5
0;49;32;6;2
1;573;31;6;3
0;191;51;5;0
0;217;52;1;0
1;529;65;5;0
0;20;22;0;1
1;87;43;1;7
1;215;15;6;0
0;126;22;6;2
1;690;15;1;0
0;594;32;5;0
0;41;62;5;3
0;217;62;5;0
1;435;64;1;0
0;790;34;6;0
1;198;58;5;2
0;258;5;2;0
1;236;66;6;0
1;838;43;1;0
0;853;40;1;1
1;470;63;3;0
1;282;66;0;0
1;531;0;1;0
0;70;62;0;1
1;92;63;2;4
0;164;40;5;3
0;684;12;4;1
1;556;31;5;0
1;209;66;4;1
0;401;56;5;0
1;466;63;0;2
0;38;10;5;0
1;17;0;4;0
0;370;40;5;11
1;160;35;0;1
0;835;52;6;0
1;28;0;5;0
0;551;4;1;0
1;163;64;3;1
1;146;31;3;0
1;327;31;5;1
1;234;15;6;0
0;68;62;2;5
1;209;65;0;0
1;247;43;5;0
1;305;35;6;1
1;548;15;4;1
0;557;62;0;0
1;174;55;4;0
1;224;65;3;1
1;119;43;0;1
1;415;35;3;1
1;373;43;1;8
1;85;66;4;0
0;361;32;5;1
1;39;41;4;1
1;489;27;2;1
1;811;0;5;3
0;273;40;3;5
1;243;64;6;1
1;431;65;2;0
1;226;15;3;2
1;58;31;0;2
0;214;46;0;0
1;779;35;5;0
0;261;60;5;0
0;244;40;2;3
1;90;15;4;1
0;776;52;3;1
0;640;46;0;2
1;232;43;4;2
1;377;65;1;1
0;537;59;4;1
0;443;32;4;0
1;173;58;4;2
1;282;15;1;15
0;439;32;6;1
0;753;47;2;0
1;537;31;2;0
1;421;64;0;6
1;704;0;2;0
0;392;56;1;0
0;395;56;0;2
1;752;64;5;0
0;14;11;4;2
1;725;31;5;1
0;824;40;2;3
0;286;21;6;0
1;497;35;0;0
1;687;31;0;0
1;578;31;4;2
0;0;22;5;0
0;742;51;6;0
0;143;56;2;3
0;231;40;2;2
1;745;63;3;2
1;252;35;6;0
1;497;35;4;0
0;417;46;0;0
0;435;4;0;0
0;633;46;1;0
1;413;61;3;0
1;119;66;0;8
0;25;51;3;0
0;547;4;0;0
0;386;40;3;0
1;238;61;4;0
1;565;66;1;0
1;210;66;2;0
1;404;58;1;0
1;324;43;0;2
1;542;61;6;0
0;650;51;1;0
1;143;0;3;3
0;4;10;6;0
1;534;58;5;0
1;11;61;6;2
0;256;32;6;0
1;73;63;2;1
1;362;15;0;1
0;139;40;4;3
0;614;34;0;0
0;159;40;5;2
1;29;54;4;0
1;747;35;0;0
1;216;61;1;0
1;332;43;2;0
1;248;65;5;2
1;765;31;2;4
1;154;63;6;5
1;141;27;4;0
1;782;61;0;0
1;380;42;6;0
0;333;56;4;0
1;41;43;3;1
1;348;63;5;0
1;254;27;6;0
1;109;43;3;6
1;415;63;0;3
1;311;63;2;1
0;14;52;6;1
0;234;56;6;1
0;665;40;0;0
0;846;19;0;0
1;380;35;2;3
0;395;52;6;0
0;413;11;3;0
1;403;24;6;0
0;529;12;0;0
1;517;43;5;1
1;560;31;0;0
0;454;34;3;3
1;609;45;2;0
0;674;34;5;1
0;78;37;0;0
0;406;46;3;1
1;172;61;0;2
1;433;63;1;2
0;24;62;3;2
0;3;22;4;0
1;72;42;0;0
0;81;40;1;1
0;218;32;0;0
0;47;62;4;0
1;218;31;4;0
0;194;22;6;0
0;639;56;0;0
1;378;31;0;3
0;531;34;4;3
1;529;65;4;0
1;418;61;4;0
0;737;32;1;1
1;309;43;2;1
1;256;63;2;0
1;371;63;0;5
0;252;11;3;0
0;362;56;6;1
0;798;51;0;0
1;189;63;6;2
0;323;32;3;0
1;472;63;2;1
0;436;32;5;1
1;582;35;5;3
0;760;22;0;1
1;298;35;4;2
1;75;61;1;0
0;733;34;2;0
1;394;63;3;7
1;159;61;6;1
1;27;42;0;0
1;209;49;0;0
0;115;40;3;0
1;188;15;1;10
1;226;20;6;0
0;417;52;4;2
1;706;14;5;2
0;143;37;0;2
1;694;27;3;0
0;138;40;3;0
0;864;40;3;1
0;751;46;4;2
0;272;56;2;0
1;520;31;1;3
0;155;46;4;0
0;535;40;2;0
1;814;6;1;0
1;274;57;1;0
1;551;31;0;0
0;10;34;2;1
1;848;31;4;4
0;238;34;6;0
0;165;46;3;4
1;431;20;0;0
1;415;41;1;0
0;228;46;6;0
0;851;52;1;1
1;60;43;4;2
1;23;64;2;3
0;326;46;0;2
0;82;40;3;2
1;253;45;4;0
1;841;49;4;0
0;585;40;1;5
1;60;66;2;0
1;792;31;1;1
1;580;33;5;0
1;580;31;4;0
0;591;34;5;6
1;200;8;5;0
1;527;43;2;4
1;257;31;2;4
0;554;32;1;0
0;406;17;2;0
1;768;63;4;9
0;48;47;3;0
1;246;64;4;0
1;239;66;3;0
1;468;43;2;6
0;851;56;0;0
1;532;35;6;3
1;434;44;3;0
1;828;41;4;0
1;278;27;2;0
0;852;19;0;0
1;64;66;1;0
1;265;63;5;0
0;207;40;1;2
1;126;3;2;0
