VIOLENT_CRIME_FLAG;REPORTING_AREA_ENCODED;OFFENSE_CODE_GROUP_ENCODED;DAY_OF_WEEK_ENCODED;COUNT_CRIMES_ENCODED
1;683;63;3;0
1;131;35;5;1
1;854;64;4;5
1;433;33;1;0
0;229;52;0;1
1;59;63;5;3
1;400;31;4;8
1;768;43;4;8
0;365;62;4;0
0;253;40;3;4
1;506;41;0;1
1;212;66;0;1
0;204;21;5;0
1;869;0;0;0
0;233;34;1;3
0;39;12;2;3
1;288;27;5;0
1;98;65;2;0
0;456;46;6;1
1;105;0;1;1
0;15;32;0;0
1;258;31;6;1
0;387;52;4;1
1;651;43;3;0
1;268;58;3;0
1;63;64;0;1
1;334;43;1;4
1;529;64;4;1
0;440;40;6;0
0;44;46;0;1
0;71;34;0;0
1;755;63;5;2
1;822;45;3;0
1;823;61;5;0
0;750;22;6;1
0;424;46;4;0
0;259;56;4;1
1;67;61;0;1
0;337;40;2;1
0;446;34;2;10
0;91;62;6;0
1;308;35;6;0
0;375;40;1;0
1;650;61;3;0
0;463;32;5;2
1;74;63;5;1
0;396;10;5;0
0;50;40;4;0
1;242;31;0;10
0;396;4;2;0
0;585;51;5;1
1;245;14;1;1
0;282;32;3;1
0;97;46;6;0
1;149;58;3;0
1;133;27;1;2
0;514;62;4;0
1;35;31;5;7
0;244;52;5;0
0;383;46;1;1
1;780;41;5;3
1;26;61;3;7
0;585;21;0;0
1;658;43;0;0
0;653;32;2;0
1;434;27;0;1
1;755;42;0;3
1;392;49;4;0
0;322;40;5;0
0;523;52;0;0
1;170;57;4;0
1;317;63;0;2
0;592;62;6;0
0;301;62;5;1
1;235;61;4;2
1;361;57;5;0
0;557;40;3;5
0;718;32;3;0
1;165;61;1;4
0;408;40;6;2
1;31;42;1;0
1;607;31;5;4
1;104;66;2;0
0;24;37;2;0
1;188;15;5;7
0;524;62;4;0
1;261;27;0;2
1;255;0;5;5
1;534;35;2;1
1;64;64;5;2
0;289;56;0;0
1;35;35;5;4
0;405;62;5;3
1;18;43;0;9
0;39;4;4;0
0;744;52;4;0
1;545;43;0;0
1;244;57;4;1
1;212;35;3;0
1;242;57;2;0
1;59;14;6;1
0;552;4;5;0
1;21;43;0;5
0;650;11;2;0
1;393;14;1;1
0;86;34;2;2
1;338;61;4;1
1;812;31;6;3
0;15;34;0;24
0;226;46;4;5
0;802;11;0;2
1;123;43;0;0
1;394;35;4;2
0;176;16;2;0
0;174;11;4;0
1;372;65;4;2
1;566;15;0;1
0;83;40;2;0
0;127;22;6;1
0;152;4;1;0
1;533;61;5;0
0;811;11;1;0
0;42;40;4;0
0;480;40;3;0
0;727;52;4;0
1;257;42;3;0
1;470;15;0;0
1;211;41;4;1
0;263;56;4;0
0;438;46;1;1
1;291;49;2;0
1;14;0;0;5
0;244;40;4;7
0;71;51;6;0
0;404;62;0;0
0;827;32;3;4
1;203;65;1;1
1;20;66;3;7
1;304;65;0;0
0;293;40;2;2
1;533;15;1;0
1;104;41;2;0
1;8;31;1;1
0;401;11;3;0
0;409;46;5;1
0;585;34;0;1
1;33;49;0;0
0;252;40;5;3
0;105;12;1;0
1;556;43;3;6
0;615;40;5;0
0;162;40;4;1
0;736;36;6;0
1;88;42;3;0
1;398;35;3;2
0;360;51;0;0
1;222;43;0;8
1;292;66;4;1
1;415;49;0;0
1;82;41;3;1
0;869;34;2;1
1;5;58;3;3
1;755;14;4;5
0;78;22;5;0
1;211;61;4;2
0;403;34;0;1
0;103;51;1;0
1;755;49;1;0
0;405;56;0;1
1;803;58;2;0
1;226;64;0;6
1;82;15;0;1
1;586;53;0;0
0;369;32;0;2
1;253;0;3;1
1;126;35;4;0
1;78;61;1;8
1;786;63;6;0
1;353;65;0;0
1;180;61;0;2
1;179;57;5;0
1;706;61;4;9
0;816;46;3;5
0;351;46;4;6
0;7;52;4;5
0;372;34;5;2
0;782;34;0;0
1;382;57;1;0
1;172;64;4;3
1;160;31;3;0
0;190;21;6;0
0;376;12;5;0
1;852;58;5;0
1;2;61;6;1
1;519;31;5;0
0;347;46;2;0
1;592;43;6;0
1;798;55;6;0
0;31;46;4;1
0;126;34;0;2
1;209;64;0;1
0;280;56;0;0
1;194;65;0;1
0;811;52;6;4
0;58;40;0;2
0;332;46;6;0
0;250;5;2;0
1;300;35;6;0
1;369;63;5;0
1;248;15;6;3
1;515;31;0;0
1;565;63;0;0
1;778;43;3;1
0;349;22;4;0
0;597;4;2;0
1;647;57;5;0
1;367;0;0;2
0;400;5;5;0
0;284;34;6;0
0;268;56;5;0
1;737;61;2;0
0;528;52;4;2
0;214;40;5;3
0;579;12;3;0
1;640;31;1;0
1;328;57;0;2
0;761;52;5;1
1;492;61;1;1
1;14;27;6;0
0;298;52;1;0
0;68;62;5;1
1;395;0;3;0
1;158;24;6;0
0;211;46;1;2
0;75;17;1;0
0;53;56;5;1
0;415;56;2;0
1;143;45;2;0
0;497;11;1;0
1;227;64;3;6
1;500;66;1;0
0;341;46;3;0
0;771;62;6;0
1;702;31;5;0
0;2;51;5;0
1;379;41;5;0
0;301;60;1;0
0;352;32;4;0
0;428;22;2;0
1;144;31;5;1
1;528;58;2;0
1;162;31;0;1
1;170;65;5;1
1;19;35;1;6
1;60;15;5;0
1;817;43;2;2
0;284;10;2;0
1;100;43;5;4
1;534;64;3;0
0;249;40;0;0
1;43;64;1;0
0;520;5;3;0
0;435;34;1;2
0;560;34;2;0
1;214;43;1;5
1;20;57;4;0
0;813;40;4;1
1;270;66;0;0
1;436;65;6;0
0;49;12;6;1
0;338;40;4;1
1;371;64;2;5
1;22;55;0;0
0;270;62;1;0
0;537;40;1;4
1;228;64;5;2
1;539;31;2;0
0;252;40;1;0
0;104;51;2;0
0;135;46;2;1
0;365;11;5;0
1;373;0;2;1
1;415;41;0;0
1;852;64;0;1
1;8;44;0;0
0;485;34;5;0
0;81;52;4;1
0;41;34;6;0
0;224;46;4;0
0;91;32;2;1
1;74;24;4;0
1;612;61;0;0
0;770;34;1;2
0;59;51;5;0
1;444;35;3;0
1;704;43;6;0
1;390;58;4;0
1;603;35;0;0
0;220;40;6;3
1;734;43;1;1
0;592;32;0;0
0;159;11;4;0
0;94;22;2;0
1;322;57;6;0
0;393;5;6;0
0;855;59;2;0
1;238;64;5;1
0;174;34;2;5
1;19;27;0;0
1;764;55;5;0
1;80;50;0;0
0;274;37;4;0
1;149;27;3;0
1;407;43;2;3
0;284;40;3;5
0;373;62;1;0
1;460;0;4;0
1;288;58;0;0
0;654;46;4;2
0;367;11;0;0
1;498;43;5;1
1;580;64;2;0
1;772;43;2;0
1;394;15;5;1
1;734;15;4;3
1;396;33;1;0
0;600;12;5;0
0;306;62;5;2
0;396;32;2;1
1;377;63;3;6
0;11;34;0;3
1;181;41;4;0
1;344;41;1;1
1;149;43;1;3
1;764;64;6;5
0;234;34;3;1
0;74;34;0;8
0;521;62;5;1
1;404;41;6;0
0;178;22;5;0
1;130;31;5;0
0;467;40;0;6
0;308;32;2;0
1;259;61;5;2
0;124;46;6;1
1;76;66;0;2
1;439;35;0;0
1;1;35;5;1
1;98;43;4;5
1;443;31;1;3
0;5;5;4;0
0;350;32;1;1
1;238;57;1;0
1;94;31;1;5
0;284;46;2;2
0;147;10;2;0
0;367;34;1;1
0;774;62;4;0
1;465;63;1;1
1;97;61;2;2
1;803;15;2;0
0;252;32;1;4
1;277;27;4;1
1;350;63;2;3
1;634;43;5;0
1;773;43;2;2
1;181;14;2;0
1;369;55;4;0
1;293;61;6;0
0;372;51;4;0
1;185;65;3;2
0;378;32;6;3
1;565;14;2;0
1;252;41;6;1
0;464;62;0;0
0;726;46;4;0
1;234;63;1;4
0;183;56;5;0
0;284;10;5;0
1;234;65;4;5
0;507;40;0;1
0;9;40;2;0
0;248;34;5;1
0;371;11;0;1
1;255;55;1;0
0;260;56;6;0
1;772;31;1;0
0;536;22;4;0
1;142;35;5;1
0;360;52;1;1
1;225;27;6;2
0;103;40;2;0
1;552;31;3;0
0;49;11;3;0
1;188;63;3;1
1;767;35;3;2
1;849;49;6;0
0;19;52;6;4
0;285;59;1;0
1;350;57;5;0
0;73;11;3;1
1;411;49;3;1
0;170;37;1;0
1;522;41;0;2
1;163;15;4;4
1;41;66;3;0
1;845;64;3;0
1;350;41;3;0
0;236;32;4;1
0;531;52;0;1
1;454;15;4;3
0;451;4;6;0
1;367;61;6;3
1;221;42;5;0
1;367;43;2;7
1;204;0;5;0
1;151;0;2;1
1;844;61;4;0
1;798;45;1;0
1;797;31;6;0
0;288;4;1;1
1;374;33;2;0
0;438;62;6;0
1;321;43;6;1
0;418;32;2;1
1;369;0;1;3
1;725;27;1;1
1;814;14;0;2
0;704;32;5;0
0;829;40;3;0
1;122;58;3;1
0;8;51;5;0
1;690;0;0;0
0;535;4;0;0
1;221;61;3;2
0;248;62;3;0
0;591;34;0;3
1;694;43;0;0
1;338;14;4;0
1;16;61;6;2
1;394;61;0;2
1;447;64;3;0
1;235;63;4;0
1;205;6;6;0
1;227;43;3;3
0;229;52;4;1
1;583;66;4;0
1;590;66;1;0
0;589;40;1;0
1;129;61;3;2
1;356;63;6;2
1;11;43;5;1
0;276;62;3;0
1;718;35;3;0
1;847;63;1;0
0;596;32;5;0
1;636;43;1;0
0;569;32;6;0
1;35;15;5;0
0;749;62;2;2
0;875;34;4;2
1;91;42;6;0
0;823;32;3;0
1;38;57;6;0
1;732;43;2;3
1;160;66;0;0
0;316;56;2;0
0;486;34;2;1
1;542;31;1;1
1;80;31;4;1
1;254;64;0;0
0;167;34;3;0
0;231;4;3;0
1;32;14;4;0
1;826;66;0;3
0;213;52;1;4
0;49;40;3;1
1;180;6;4;1
0;2;17;2;0
0;763;11;3;0
0;35;38;6;0
1;513;66;2;0
0;728;34;5;6
1;15;58;3;3
0;299;52;6;0
1;284;31;4;5
0;601;40;6;1
0;486;46;5;0
1;498;43;1;4
1;334;42;0;1
0;406;34;4;0
1;774;15;5;0
1;752;15;6;0
0;173;12;2;0
1;817;61;3;2
1;172;14;4;0
1;289;43;2;3
1;150;63;2;1
0;820;32;1;3
0;719;34;5;0
1;260;63;6;5
0;500;34;0;1
1;226;55;0;0
0;187;62;5;1
0;341;32;1;0
0;11;52;3;0
1;173;43;4;14
0;126;34;3;1
0;424;62;6;0
0;639;5;1;0
0;60;12;1;0
1;127;58;3;1
1;224;64;4;0
0;83;5;4;1
1;191;31;5;4
0;446;46;3;1
1;30;31;3;0
1;791;43;3;4
1;529;15;3;0
1;39;58;5;3
1;362;58;3;3
0;442;40;4;1
1;23;15;0;0
1;356;33;0;0
1;401;27;4;0
1;381;35;4;0
1;503;31;5;1
1;370;15;6;0
0;161;62;4;2
0;205;52;2;0
0;234;34;6;7
1;450;63;2;1
1;57;35;4;5
0;768;11;0;1
1;215;35;6;0
0;793;46;3;1
0;285;32;3;4
1;472;49;4;0
1;343;31;5;0
0;439;46;6;2
1;597;41;5;0
1;267;27;2;0
1;174;43;3;6
0;766;11;6;1
1;791;0;1;0
1;222;0;4;1
0;404;46;3;3
1;119;43;2;1
0;237;22;2;1
1;748;50;1;0
1;769;8;6;0
1;245;43;2;8
0;521;40;4;1
1;599;43;6;3
1;52;0;2;0
0;420;46;1;1
1;776;14;0;0
1;116;43;3;0
1;479;31;1;2
1;316;31;3;0
0;807;51;4;0
0;823;19;3;0
1;179;43;1;9
1;449;35;0;1
1;117;43;5;2
0;58;56;5;4
0;766;51;2;3
1;722;65;4;0
1;372;64;5;3
0;723;4;0;1
0;841;52;1;1
1;650;65;0;0
1;152;65;4;1
1;601;63;5;0
1;240;43;6;0
0;781;32;6;1
0;336;4;6;1
1;478;65;0;0
1;463;61;3;2
1;143;66;1;0
0;262;4;1;0
0;88;46;2;0
1;324;20;1;0
0;520;32;0;0
1;91;0;3;0
0;35;62;3;10
1;407;15;6;3
0;203;40;4;1
0;429;40;0;1
1;214;0;6;0
1;283;66;0;4
0;49;32;2;3
0;20;37;3;6
1;253;14;0;2
0;535;34;1;4
0;129;62;1;3
0;27;52;3;0
0;485;62;5;0
0;811;4;6;2
0;243;46;1;1
0;508;34;1;0
0;52;5;4;0
0;820;4;5;0
0;483;32;3;1
0;563;52;5;2
1;149;31;6;0
1;291;41;5;1
0;354;52;3;0
1;572;0;5;3
1;71;44;1;0
1;570;43;4;0
0;828;40;4;2
1;386;0;6;0
1;544;14;1;0
1;398;66;6;0
1;210;66;3;0
1;142;43;1;0
1;217;43;5;3
1;437;61;4;0
1;68;27;1;0
1;392;42;1;3
0;191;34;0;6
0;791;17;3;0
0;662;32;3;9
0;30;22;1;0
1;22;43;1;3
1;341;43;3;4
0;151;19;4;0
1;533;63;4;1
0;355;52;3;1
0;399;10;0;0
1;342;66;4;2
1;778;33;3;0
1;538;65;3;0
0;737;32;3;0
1;225;43;0;7
1;702;64;4;0
1;55;31;5;5
1;211;6;6;0
0;184;56;3;0
0;773;62;0;4
1;252;31;3;5
1;576;61;0;0
1;325;31;2;1
1;212;43;2;0
1;779;35;2;2
1;539;6;1;0
0;784;62;6;2
0;477;52;0;0
0;445;32;4;0
1;841;14;0;0
0;72;40;3;2
0;34;36;2;0
1;273;57;6;0
1;156;49;3;0
0;597;51;5;0
0;199;34;6;2
1;439;42;5;0
0;492;56;4;0
0;841;51;6;0
1;286;15;1;1
1;692;64;6;0
0;271;40;5;7
0;278;10;3;0
1;220;43;2;2
0;532;40;6;5
1;657;43;2;0
0;538;16;5;0
1;743;43;1;0
1;55;64;2;1
0;439;32;2;1
1;93;63;2;2
1;316;61;2;0
0;372;47;3;0
0;8;34;5;7
1;522;65;1;0
1;241;15;5;1
0;308;22;2;1
1;421;6;5;1
0;850;37;6;1
0;623;32;2;0
0;528;12;2;0
1;506;14;0;1
0;201;51;2;3
1;815;61;0;0
1;200;14;2;0
1;479;58;3;0
0;380;19;0;0
0;251;51;4;0
0;20;46;0;11
0;124;32;1;0
0;43;62;3;3
1;258;64;5;2
0;778;51;0;0
1;391;43;0;1
1;259;41;4;1
0;516;32;2;0
1;469;64;4;0
1;173;14;1;0
0;874;46;1;2
1;250;31;0;8
0;96;46;1;3
1;244;66;3;1
1;480;27;3;0
0;386;46;5;0
0;105;40;3;0
0;721;62;2;0
1;239;0;3;0
1;396;31;4;0
0;781;46;5;4
1;213;41;0;0
0;823;60;5;0
1;281;42;4;2
1;31;66;0;2
0;261;34;1;3
0;479;10;1;0
0;634;22;5;0
0;846;19;6;0
1;827;55;5;0
1;32;66;4;0
1;334;0;1;0
0;239;51;6;0
1;777;27;0;1
1;316;64;4;0
1;147;35;6;3
1;245;49;2;0
0;214;32;0;1
1;81;35;2;0
0;270;22;5;0
0;780;38;5;0
0;14;51;6;2
1;387;43;3;1
0;766;51;0;1
1;243;15;6;0
1;431;15;1;0
0;24;51;5;2
1;576;43;1;3
1;776;14;2;0
0;642;56;0;0
1;439;3;3;0
1;49;63;2;5
1;68;27;4;0
1;405;0;1;0
1;323;49;6;0
1;396;66;0;0
0;754;22;4;0
0;42;10;6;0
0;162;40;2;0
0;561;4;1;0
1;767;63;4;2
1;595;35;0;4
0;768;46;5;6
0;846;21;3;0
0;323;46;1;5
0;117;37;4;2
0;736;46;1;1
0;362;34;4;4
1;507;49;2;0
0;277;52;6;3
0;260;32;3;0
0;783;32;1;0
0;389;34;2;0
1;767;43;1;1
0;383;32;4;0
0;7;51;4;1
1;58;35;3;0
1;565;13;1;0
1;825;14;3;13
1;601;49;3;0
1;560;31;6;0
1;521;58;4;0
0;685;34;4;1
0;1;62;0;0
1;8;43;0;0
0;684;62;2;0
0;1;22;5;0
0;51;52;2;1
1;159;43;2;5
1;131;58;4;1
0;365;34;3;3
0;32;52;4;1
1;1;27;6;0
1;66;43;1;1
1;582;27;1;0
1;325;61;6;0
0;370;32;3;6
1;597;27;1;0
0;158;34;5;0
1;308;43;6;0
0;516;47;2;0
1;373;58;6;0
1;669;35;1;0
1;10;0;3;1
0;812;56;5;0
0;253;34;1;16
0;134;19;0;0
0;181;62;4;0
1;326;63;3;5
0;762;62;4;4
1;462;35;0;0
1;178;0;5;0
0;385;40;1;1
0;424;32;5;1
1;768;43;2;8
1;241;41;5;2
0;373;46;1;0
1;250;43;1;7
0;647;40;6;3
1;471;27;2;0
0;633;40;3;0
0;264;52;0;0
1;165;31;1;1
1;267;43;5;3
0;164;11;0;0
1;120;43;4;0
0;662;51;6;1
0;278;52;5;1
0;591;52;5;0
1;371;49;6;0
1;537;27;1;1
1;221;64;3;2
1;4;57;0;0
0;440;22;2;0
0;694;34;2;0
0;35;52;0;16
1;119;49;6;3
0;672;22;6;0
0;153;52;2;0
0;67;40;1;0
0;227;21;1;0
1;595;63;2;0
1;558;64;5;0
0;142;62;2;4
1;268;66;5;1
0;378;21;5;0
0;2;11;3;0
1;811;64;5;12
1;508;58;6;0
1;385;63;1;1
1;460;64;0;1
1;204;66;5;1
0;842;32;4;0
0;308;4;3;0
1;31;43;4;2
0;414;40;4;2
1;566;65;3;0
1;273;61;1;3
0;804;62;6;1
1;676;64;4;0
0;106;62;6;1
1;49;64;3;1
1;557;3;4;0
0;495;40;2;1
1;731;35;3;0
1;517;61;3;0
1;514;64;2;5
1;508;43;6;1
0;811;56;5;1
1;585;31;6;6
1;372;61;5;4
1;106;35;0;1
1;363;41;5;5
1;778;31;5;0
1;165;63;6;0
0;205;32;6;0
1;257;61;0;3
1;4;63;2;0
0;367;4;3;1
0;566;34;2;6
0;6;46;4;2
0;755;46;0;3
0;427;52;0;0
0;303;56;4;0
1;521;27;5;0
0;429;32;5;1
1;826;0;2;4
1;188;63;1;1
0;252;56;1;0
0;279;62;5;0
1;299;61;2;0
0;463;62;4;3
1;184;64;0;0
1;4;66;2;9
0;203;46;0;1
1;618;31;0;1
0;734;12;1;0
0;92;56;2;0
0;352;32;2;0
1;233;63;4;0
0;36;34;0;1
1;234;2;3;0
1;337;53;6;0
1;755;49;0;0
1;769;66;4;0
1;534;31;6;1
0;653;40;3;0
0;335;32;6;1
0;428;32;1;3
1;811;35;1;4
1;638;41;0;0
1;63;61;4;0
1;561;61;1;0
0;501;46;3;0
1;738;65;4;0
0;768;38;4;1
1;44;13;3;0
1;801;43;2;1
0;875;40;3;1
1;18;65;1;1
1;600;35;1;0
1;249;33;5;0
1;639;43;5;0
1;392;63;4;2
0;746;32;5;0
0;386;19;4;0
1;244;43;5;9
0;188;56;3;0
1;402;41;2;2
0;504;34;4;0
0;45;46;3;0
1;290;35;1;3
0;242;11;5;0
0;406;34;3;2
0;560;62;4;0
1;406;31;6;6
0;542;19;4;0
1;486;49;6;0
0;528;32;5;1
0;27;52;2;0
0;606;40;6;0
0;565;52;4;0
0;2;11;1;0
1;299;15;6;2
1;357;15;6;0
1;741;63;5;1
0;752;56;0;0
1;297;53;4;0
1;469;53;4;0
1;270;6;2;1
1;137;64;1;0
1;393;42;2;1
1;791;35;4;0
1;739;61;6;2
1;860;49;1;0
0;327;32;6;0
0;424;32;6;0
1;620;31;6;0
0;10;52;4;1
1;211;15;6;0
1;742;63;1;0
1;718;14;1;0
0;790;22;4;0
1;210;43;5;4
1;399;6;6;1
1;292;41;6;0
1;147;15;6;0
1;18;3;0;0
1;207;57;6;0
1;728;31;4;2
1;198;57;6;1
1;237;43;4;1
0;770;22;4;0
0;426;46;2;0
1;604;31;4;0
1;97;31;1;0
1;215;43;5;2
0;693;22;0;0
1;35;43;1;5
1;231;0;2;0
0;356;4;1;0
0;511;46;1;1
1;580;64;3;0
1;372;27;3;0
0;760;62;6;2
0;205;32;4;0
1;485;15;2;0
0;287;28;5;2
0;362;22;5;1
0;218;62;5;0
1;188;43;3;2
0;469;34;5;0
1;264;57;0;1
0;278;40;2;1
0;365;32;0;0
0;88;32;3;2
0;394;19;6;0
0;810;51;5;0
0;356;32;6;0
1;544;43;3;1
1;262;43;6;7
1;341;31;3;2
1;820;31;4;1
0;385;4;6;0
0;778;12;3;0
1;256;41;3;2
1;43;63;3;0
1;88;14;3;0
0;165;52;2;0
0;329;4;4;0
1;207;31;6;4
1;510;43;0;0
1;127;63;6;4
1;199;61;3;5
0;351;46;2;2
1;514;42;1;3
0;479;34;5;0
1;843;61;5;0
0;421;40;4;4
0;769;34;0;1
1;187;43;4;1
0;381;32;5;1
1;126;63;3;1
0;259;62;3;3
1;380;42;4;1
1;775;31;1;3
0;377;10;6;1
1;812;49;2;1
0;289;46;3;0
1;579;43;5;3
1;586;35;3;2
0;767;22;2;0
0;92;21;1;0
0;331;40;6;1
0;255;12;0;1
1;252;43;6;4
1;537;42;2;0
1;556;65;3;0
0;806;62;5;1
1;120;43;6;1
1;767;61;4;3
1;715;35;4;0
0;49;52;4;10
1;758;35;0;0
1;420;58;4;0
0;347;40;0;0
0;332;22;1;0
1;94;35;3;0
0;25;34;6;0
0;24;22;2;0
0;235;22;5;0
0;12;40;6;1
0;33;12;0;0
1;190;31;0;2
0;235;52;4;0
1;629;43;5;0
1;314;35;3;0
0;584;11;0;1
0;793;40;2;0
0;726;22;6;1
1;263;42;2;1
0;285;11;3;1
1;80;57;6;0
0;14;40;1;7
1;329;64;2;0
1;21;63;3;3
1;381;15;2;1
0;633;52;3;0
0;281;4;6;2
0;575;12;5;0
1;372;65;6;3
1;260;0;1;1
1;112;15;3;15
1;200;63;3;10
1;224;43;6;3
0;609;21;6;1
1;279;43;0;7
1;286;27;1;0
0;109;62;6;0
0;76;32;0;0
0;235;11;5;2
1;198;64;6;0
0;242;4;1;2
1;403;42;2;2
1;395;55;3;1
0;392;4;2;2
0;354;46;4;0
0;792;56;6;0
0;77;40;0;0
1;332;63;3;1
0;666;52;2;0
0;47;52;6;0
0;750;37;0;2
1;799;31;0;4
0;850;32;3;0
0;575;46;2;2
0;481;56;4;0
1;360;63;2;0
1;852;42;1;0
0;203;46;2;1
1;191;42;2;3
1;83;66;1;0
0;706;34;3;0
0;331;40;0;0
0;597;46;2;0
1;403;15;0;29
1;8;31;3;0
0;757;56;0;2
0;396;40;0;3
0;59;46;0;3
1;378;41;0;0
1;354;41;6;0
0;211;19;0;0
0;217;46;0;1
1;66;65;1;0
1;48;31;0;1
1;513;43;5;5
1;92;65;3;0
0;445;32;3;0
0;551;32;3;0
0;334;32;4;2
1;608;43;0;0
1;548;63;0;0
0;178;32;5;2
0;393;21;1;0
1;438;53;0;0
0;143;37;3;0
0;747;40;2;0
1;73;41;0;0
0;402;62;2;0
0;812;40;4;4
0;67;34;3;1
1;566;42;5;0
0;725;62;1;1
0;513;62;1;4
1;499;27;1;1
0;852;4;6;0
1;810;35;6;0
0;361;56;6;1
0;388;34;1;2
0;575;11;2;1
0;240;32;5;0
0;518;62;5;2
1;465;0;3;1
1;194;15;6;8
1;691;65;2;0
0;828;62;5;0
1;349;64;3;3
0;363;34;5;3
0;606;62;3;2
1;363;42;2;4
0;7;56;1;1
1;659;35;4;0
1;244;42;1;0
0;529;34;6;1
1;812;65;2;0
0;759;62;1;2
0;289;34;1;2
1;94;0;6;0
0;415;11;4;0
1;661;58;0;0
1;303;31;4;0
0;800;5;5;0
0;43;17;0;0
1;265;64;4;0
0;194;21;3;0
1;848;64;3;3
0;856;40;4;0
0;10;11;4;0
1;59;41;5;1
1;14;3;4;0
0;628;19;1;0
0;227;36;0;0
0;169;56;1;0
1;514;58;2;0
0;170;32;4;1
1;111;15;1;1
0;3;32;6;0
1;82;66;4;3
0;441;46;1;0
1;122;45;4;0
0;531;40;6;0
0;846;62;2;0
1;412;27;0;0
0;850;12;6;0
1;22;65;0;0
1;876;35;6;8
1;96;35;6;2
0;130;4;4;0
1;327;6;6;0
1;652;61;2;2
0;656;40;0;1
1;363;35;5;0
1;761;63;3;0
1;201;43;5;1
1;321;64;3;1
1;706;42;4;0
0;402;32;3;1
0;292;12;6;0
0;846;32;0;2
1;6;63;0;1
1;41;43;5;1
1;81;43;1;8
0;416;32;3;0
1;28;63;6;1
0;350;52;2;2
1;190;43;2;0
1;179;58;6;0
1;60;43;5;1
1;575;0;2;1
1;552;65;5;0
1;14;14;5;3
0;86;52;6;6
1;123;63;3;0
0;413;4;1;0
1;563;61;5;2
1;798;42;5;1
0;470;32;1;1
1;358;61;3;1
1;202;31;5;0
1;411;20;5;0
1;94;66;1;1
1;616;61;0;0
1;207;42;5;0
0;126;38;3;0
0;876;52;5;5
1;103;43;4;4
1;67;65;0;1
1;290;57;3;0
1;817;43;6;0
0;411;46;5;0
0;741;32;5;1
1;403;57;6;0
1;182;35;3;2
1;24;0;3;1
1;120;35;4;0
1;865;15;6;2
1;764;35;6;0
1;589;31;3;0
1;540;43;4;0
0;333;32;1;0
1;466;43;5;9
1;674;63;2;2
0;873;46;5;2
1;159;14;6;0
1;422;31;3;0
1;395;65;3;0
1;366;35;4;0
0;850;5;4;0
0;380;40;0;13
1;395;61;2;2
0;533;32;6;0
0;240;21;6;0
0;289;34;3;1
1;93;43;1;7
0;106;22;4;0
0;142;34;3;0
1;67;66;5;0
1;222;63;6;0
0;124;34;6;3
0;820;46;3;0
1;238;65;5;0
0;340;4;6;0
1;53;58;1;1
0;53;12;1;0
0;874;22;4;0
0;860;46;1;2
1;200;20;1;0
0;375;46;1;0
0;648;40;4;1
1;576;43;5;2
0;39;32;1;0
0;350;32;3;4
1;241;63;2;3
1;603;63;2;0
1;225;35;6;9
1;77;43;1;2
1;134;27;4;0
0;465;37;0;0
0;465;11;3;0
0;43;11;0;2
1;278;64;6;0
1;433;43;5;6
1;739;14;5;0
1;180;43;0;3
0;292;56;1;0
1;191;27;4;1
1;850;63;0;0
1;2;31;3;2
1;274;15;1;1
1;223;42;0;1
1;452;61;4;0
1;487;61;0;0
0;196;52;6;1
0;768;56;2;0
1;647;65;1;0
1;489;31;5;0
0;189;56;4;0
0;523;46;3;0
0;428;4;4;0
0;204;22;6;2
1;264;43;0;3
1;201;66;1;7
0;327;5;2;0
0;277;52;5;3
1;446;63;1;3
1;395;43;6;16
1;812;15;6;4
0;769;40;0;2
0;727;22;4;1
0;764;19;0;0
1;250;42;2;1
1;577;43;0;1
0;382;40;6;2
0;170;5;4;0
1;76;63;0;1
0;369;46;0;2
1;343;27;1;0
1;463;64;3;0
1;277;35;3;0
1;823;6;1;0
0;513;22;1;0
1;811;63;6;16
1;228;64;1;3
1;827;41;0;0
0;70;47;1;1
0;393;22;4;0
1;815;65;6;3
1;235;65;0;1
1;868;31;2;0
0;224;4;1;0
0;811;21;0;0
1;203;61;1;1
0;382;32;0;0
1;122;63;4;1
0;423;12;1;0
0;830;56;0;0
0;563;40;4;0
1;400;63;2;3
0;488;56;0;0
0;862;32;3;0
1;357;64;2;0
0;789;56;6;0
1;23;66;2;2
1;141;15;6;3
0;117;46;3;0
1;93;43;0;7
0;846;51;6;0
0;75;51;6;6
1;740;31;0;0
0;374;46;5;5
1;159;64;2;2
0;290;17;1;0
0;685;36;3;0
0;85;46;3;0
1;170;61;5;1
1;66;61;0;2
1;344;31;6;0
1;770;61;6;1
0;85;4;3;0
0;559;4;2;0
1;189;43;6;3
1;59;61;3;1
1;845;61;3;1
0;523;40;5;2
0;223;62;0;0
0;621;32;2;0
1;227;35;3;3
1;272;61;5;0
1;313;43;3;0
1;69;14;4;0
1;176;66;0;4
0;572;10;1;0
1;853;61;6;1
1;234;31;0;2
0;786;32;2;0
1;697;63;0;0
0;187;56;4;0
1;56;15;0;3
1;237;65;0;1
1;28;14;6;0
0;217;51;5;0
1;874;35;5;0
1;442;61;1;0
1;149;33;0;0
0;580;34;1;2
0;563;32;0;36
0;783;32;4;0
1;409;57;1;0
1;661;31;4;0
0;38;22;4;0
0;94;59;0;0
0;572;62;5;1
0;641;52;1;1
1;245;41;0;1
0;212;21;0;0
0;239;52;6;3
0;415;46;1;2
0;92;11;5;0
1;310;43;5;2
0;5;38;0;0
0;799;56;0;1
