OBJECTID,SEGMENT_ID,L_F_ADD,L_T_ADD,R_F_ADD,R_T_ADD,PRE_DIR,ST_NAME,ST_TYPE,SUF_DIR,MUN_L,MUN_R,CFCC,SPEEDLIMIT,ONEWAY,HEIGHT,WEIGHT,WIDTH,F_ZLEV,T_ZLEV,SHIELD,HWY_NUM,NBHD_L,NBHD_R,FT_COST,TF_COST,TF_DIR,FT_DIR,STATE00_L,STATE00_R,COUNTY00_L,COUNTY00_R,PLACE00_L,PLACE00_R,TRACT00_L,TRACT00_R,BLOCK00_L,BLOCK00_R,MCD00_L,MCD00_R,STREET_ID,SHAPElen
11846,13048,,,72,54,,Columbia,RD,,Boston,Boston,A35,30,FT,,,,0,0,,,Dorchester,Dorchester,0.08614775,-1, , ,MA,MA,025,025,07000,07000,02121,02121, , ,07000,07000,950,227.430051935035
11847,14457,,,98,74,,Columbia,RD,,Boston,Boston,A35,30,FT,,,,0,0,,,Dorchester,Dorchester,0.08764424,-1, , ,MA,MA,025,025,07000,07000,02121,02121, , ,07000,07000,950,231.380794118137
11848,9544,,,63,95,,Columbia,RD,,Boston,Boston,A35,30,FT,,,,0,0,,,Dorchester,Dorchester,0.15423956,-1, , ,MA,MA,025,025,07000,07000,02121,02121, , ,07000,07000,950,407.192446341522
11849,14513,29,25,28,26,,Brinsley,ST,,Boston,Boston,A41,20,FT,,,,0,0,,,Dorchester,Dorchester,0.11429657,-1, , ,MA,MA,025,025,07000,07000,02121,02121, , ,07000,07000,561,201.16196972131
11850,10197,,,180,166,,Columbia,RD,,Boston,Boston,A35,30,FT,,,,0,0,,,Dorchester,Dorchester,0.08359081,-1, , ,MA,MA,025,025,07000,07000,02121,02121, , ,07000,07000,950,220.679744456908
11851,11458,,,248,232,,Columbia,RD,,Boston,Boston,A35,30,FT,,,,0,0,,,Dorchester,Dorchester,0.08629229,-1, , ,MA,MA,025,025,07000,07000,02121,02121, , ,07000,07000,950,227.811655678635
11852,15946,,,284,260,,Columbia,RD,,Boston,Boston,A35,30,FT,,,,0,0,,,Dorchester,Dorchester,0.17423189,-1, , ,MA,MA,025,025,07000,07000,02121,02121, , ,07000,07000,950,459.972183422245
11853,15190,,,298,286,,Columbia,RD,,Boston,Boston,A35,30,FT,,,,0,0,,,Dorchester,Dorchester,0.09908062,-1, , ,MA,MA,025,025,07000,07000,02121,02121, , ,07000,07000,950,261.572843580363
11854,14911,,,324,300,,Columbia,RD,,Boston,Boston,A35,30,FT,,,,0,0,,,Dorchester,Dorchester,0.08937596,-1, , ,MA,MA,025,025,07000,07000,02121,02121, , ,07000,07000,950,235.952530160968
11855,14913,,,328,326,,Columbia,RD,,Boston,Boston,A35,30,FT,,,,0,0,,,Dorchester,Dorchester,0.03061812,-1, , ,MA,MA,025,025,07000,07000,02121,02121, , ,07000,07000,950,80.8318361098174
11856,1867,,,390,330,,Columbia,RD,,Boston,Boston,A35,30,FT,,,,0,0,,,Dorchester,Dorchester,0.26583031,-1, , ,MA,MA,025,025,07000,07000,02121,02121, , ,07000,07000,950,701.792011324746
11857,14908,,,410,392,,Columbia,RD,,Boston,Boston,A35,30,FT,,,,0,0,,,Dorchester,Dorchester,-1,0.035, , ,MA,MA,025,025,07000,07000,02125,02125, , ,07000,07000,950,343.312789661941
11858,12109,,,530,500,,Columbia,RD,,Boston,Boston,A35,30,FT,,,,0,0,,,Dorchester,Dorchester,0.16574321,-1, , ,MA,MA,025,025,07000,07000,02125,02125, , ,07000,07000,950,437.56206132776
11859,11525,,,571,599,,Columbia,RD,,Boston,Boston,A35,30,FT,,,,0,0,,,Dorchester,Dorchester,0.0610043,-1, , ,MA,MA,025,025,07000,07000,02125,02125, , ,07000,07000,950,161.051343185921
11860,11092,,,644,630,,Columbia,RD,,Boston,Boston,A35,30,FT,,,,0,0,,,Dorchester,Dorchester,-1,0.034, , ,MA,MA,025,025,07000,07000,02125,02125, , ,07000,07000,950,233.913267976317
11861,7438,2,20,1,21,,Sumner,ST,,Boston,Boston,A41,20,FT,,,,0,0,,,Dorchester,Dorchester,-1,0.177, , ,MA,MA,025,025,07000,07000,02125,02125, , ,07000,07000,4030,312.636903271229
11862,7439,22,30,23,35,,Sumner,ST,,Boston,Boston,A41,20,FT,,,,0,0,,,Dorchester,Dorchester,-1,0.114, , ,MA,MA,025,025,07000,07000,02125,02125, , ,07000,07000,4030,198.040311974659
11863,2259,27,11,26,12,,Dawes,ST,,Boston,Boston,A41,20,FT,,,,0,0,,,Dorchester,Dorchester,-1,0.163, , ,MA,MA,025,025,07000,07000,02125,02125, , ,07000,07000,1158,289.421395455363
11864,21301,770,802,771,801,,Columbia,RD,,Boston,Boston,A31,30,,,,,0,0,,,Dorchester,Dorchester,0.169,0.169, , ,MA,MA,025,025,07000,07000,02125,02125, , ,07000,07000,950,562.614628298781
11865,17631,,,803,829,,Columbia,RD,,Boston,Boston,A35,30,FT,,,,0,0,,,Dorchester,Dorchester,-1,0.063, , ,MA,MA,025,025,07000,07000,02125,02125, , ,07000,07000,950,275.263502004896
11866,25652,,,,,,Dorchester,AVE,,Boston,Boston,A60,10,FT,,,,0,0,,,Dorchester,Dorchester,0.201,-1, , ,MA,MA,025,025, , ,02125,02125, , ,07000,07000,1244,116.164393130734
11867,15525,,,830,804,,Columbia,RD,,Boston,Boston,A35,30,FT,,,,0,0,,,Dorchester,Dorchester,-1,0.02, , ,MA,MA,025,025,07000,07000,02125,02125, , ,07000,07000,950,201.129504071139
11868,17630,,,,,,Columbia,RD,,Boston,Boston,A35,30,FT,,,,0,0,,,Dorchester,Dorchester,-1,0.035, , ,MA,MA,025,025,07000,07000,02125,02125, , ,07000,07000,950,116.843539259573
11869,20963,,,,,,Columbia,RD,,Boston,Boston,A35,30,FT,,,,1,1,,,South Boston,South Boston,-1,0.016, , ,MA,MA,025,025,07000,07000,02125,02125, , ,07000,07000,950,166.696924307451
11870,24184,,,,,,Columbia,RD,,Boston,Boston,A35,30,FT,,,,0,1,,,Dorchester,Dorchester,-1,0.068, , ,MA,MA,025,025,07000,07000,02125,02125, , ,07000,07000,950,97.4612653406156
11871,22385,,,,,,Columbia,RD,,Boston,Boston,A35,30,FT,,,,1,1,,,South Boston,South Boston,-1,0.03, , ,MA,MA,025,025,07000,07000,02127,02127, , ,07000,07000,950,162.329732461461
11872,22923,,,932,852,,Columbia,RD,,Boston,Boston,A35,30,FT,,,,0,0,S,3A,South Boston,South Boston,-1,0.129, , ,MA,MA,025,025,07000,07000,02127,02127, , ,07000,07000,950,368.518202618055
11873,15691,,,851,931,,Columbia,RD,,Boston,Boston,A35,30,FT,,,,0,0,S,3A,South Boston,South Boston,0.065,-1, , ,MA,MA,025,025,07000,07000,02127,02127, , ,07000,07000,950,812.866684559687
11874,13466,69,1,70,2,,Monsignor Dennis F. O'Callagha,WAY,,Boston,Boston,A41,20,FT,,,,0,0,,,South Boston,South Boston,0.02,-1, , ,MA,MA,025,025,07000,07000,02127,02127, , ,07000,07000,2881,637.126693253754
11875,15380,936,1016,935,1015,,Columbia,RD,,Boston,Boston,A35,30,FT,,,,0,0,S,3A,South Boston,South Boston,0.012,-1, , ,MA,MA,025,025,07000,07000,02127,02127, , ,07000,07000,950,894.644059675705
11876,23821,,,1187,1201,,Columbia,RD,,Boston,Boston,A31,25,FT,,,,0,0,,,South Boston,South Boston,0.16354521,-1, , ,MA,MA,025,025,07000,07000,02127,02127, , ,07000,07000,950,359.799458788278
11877,10496,,,487,519,,William J Day,BLVD,,Boston,Boston,A31,30,,,,,0,0,,,South Boston,South Boston,0.036,0.036, , ,MA,MA,025,025,07000,07000,02127,02127, , ,07000,07000,4502,207.889364279642
11878,10609,1524,1598,1523,1597,,Columbia,RD,,Boston,Boston,A41,20,,,,,0,0,,,South Boston,South Boston,0.241,0.241, , ,MA,MA,025,025,07000,07000,02127,02127, , ,07000,07000,950,716.978609341496
11879,15122,1732,1760,1731,1759,,Columbia,RD,,Boston,Boston,A41,20,,,,,0,0,,,South Boston,South Boston,0.206,0.206, , ,MA,MA,025,025,07000,07000,02127,02127, , ,07000,07000,950,513.46372907258
11880,13324,1762,1770,1761,1769,,Columbia,RD,,Boston,Boston,A41,20,,,,,0,0,,,South Boston,South Boston,0.101,0.101, , ,MA,MA,025,025,07000,07000,02127,02127, , ,07000,07000,950,113.266948103845
11881,12959,760,798,737,799,E,Eighth,ST,,Boston,Boston,A41,20,,,,,0,0,,,South Boston,South Boston,0.112,0.112, , ,MA,MA,025,025,07000,07000,02127,02127, , ,07000,07000,1351,404.679981582838
11882,13716,1772,1782,1771,1781,,Columbia,RD,,Boston,Boston,A41,20,,,,,0,0,,,South Boston,South Boston,0.259,0.259, , ,MA,MA,025,025,07000,07000,02127,02127, , ,07000,07000,950,472.437359527951
11883,15171,1796,1822,1795,1821,,Columbia,RD,,Boston,Boston,A41,20,,,,,0,0,,,South Boston,South Boston,0.246,0.246, , ,MA,MA,025,025,07000,07000,02127,02127, , ,07000,07000,950,461.305614415694
11884,9163,778,898,801,899,E,Seventh,ST,,Boston,Boston,A41,20,,,,,0,0,,,South Boston,South Boston,0.224,0.224, , ,MA,MA,025,025,07000,07000,02127,02127, , ,07000,07000,3828,414.505482939417
11885,11844,1452,1668,1453,1669,,William J Day,BLVD,,Boston,Boston,A31,25,,,,,0,0,,,South Boston,South Boston,0.055,0.055, , ,MA,MA,025,025,07000,07000,02127,02127, , ,07000,07000,4502,613.698072917164
11886,14830,1844,1860,1843,1859,,Columbia,RD,,Boston,Boston,A41,20,,,,,0,0,,,South Boston,South Boston,0.053,0.053, , ,MA,MA,025,025,07000,07000,02127,02127, , ,07000,07000,950,309.114495275737
11887,11846,1670,1882,1671,1883,,William J Day,BLVD,,Boston,Boston,A31,25,,,,,0,0,,,South Boston,South Boston,0.061,0.061, , ,MA,MA,025,025,07000,07000,02127,02127, , ,07000,07000,4502,601.391594395811
11888,21989,1884,1898,1885,1899,,William J Day,BLVD,,Boston,Boston,A31,25,,,,,0,0,,,South Boston,South Boston,0.221,0.221, , ,MA,MA,025,025,07000,07000,02127,02127, , ,07000,07000,4502,525.228234223368
11889,12469,822,876,833,877,E,Sixth,ST,,Boston,Boston,A41,20,,,,,0,0,,,South Boston,South Boston,0.175,0.175, , ,MA,MA,025,025,07000,07000,02127,02127, , ,07000,07000,3895,326.995261234689
11890,14316,140,150,143,149,,O,ST,,Boston,Boston,A41,20,FT,,,,0,0,,,South Boston,South Boston,0.049,-1, , ,MA,MA,025,025,07000,07000,02127,02127, , ,07000,07000,3023,88.2992161920776
11891,9165,738,776,727,799,E,Seventh,ST,,Boston,Boston,A41,20,,,,,0,0,,,South Boston,South Boston,0.111,0.111, , ,MA,MA,025,025,07000,07000,02127,02127, , ,07000,07000,3828,553.687881219774
11892,1862,,,,,,Columbus,AVE,,Boston,Boston,A41,20,,,,,0,0,,,Boston,Boston,-1,0.064, , ,MA,MA,025,025,07000,07000,02116,02116, , ,07000,07000,954,84.5229812735118
11893,10482,146,174,143,173,,Berkeley,ST,,Boston,Boston,A31,25,FT,,,,0,0,,,Boston,Boston,0.07140657,-1, , ,MA,MA,025,025,07000,07000,02116,02116, , ,07000,07000,393,157.094453633194
11894,20750,,,,,,Massachusetts,TPKE,W,Boston,Boston,A15,65,FT,,,,-1,-1,I,90,Boston,Boston,0.003,-1, ,W,MA,MA,025,025,07000,07000,02116,02116, , ,07000,07000,5473,542.265534643715
11895,19308,,,,,,Massachusetts,TPKE,W,Boston,Boston,A15,65,FT,,,,0,0,I,90,Boston,Boston,0.08,-1, ,W,MA,MA,025,025,07000,07000,02116,02116, , ,07000,07000,5473,394.07334541086
11896,19443,,,,,,Massachusetts,TPKE,W,Boston,Boston,A15,65,FT,,,,0,-1,I,90,Boston,Boston,0.002,-1, ,W,MA,MA,025,025,07000,07000,02116,02116, , ,07000,07000,5473,73.3962146563636
11897,19312,,,,,,Massachusetts,TPKE,E,Boston,Boston,A15,65,FT,,,,-1,0,I,90,Boston,Boston,-1,0.002,E, ,MA,MA,025,025,07000,07000,02116,02116, , ,07000,07000,5474,63.9207394756931
11898,16560,102,152,101,151,,Chandler,ST,,Boston,Boston,A41,20,FT,,,,0,0,,,Boston,Boston,0.283,-1, , ,MA,MA,025,025,07000,07000,02116,02116, , ,07000,07000,779,540.550634208548
11899,11348,161,131,162,130,,Appleton,ST,,Boston,Boston,A41,20,FT,,,,0,0,,,Boston,Boston,0.24592312,-1, , ,MA,MA,025,025,07000,07000,02116,02116, , ,07000,07000,148,432.824687341503
11900,9716,155,1,154,2,,Pembroke,ST,,Boston,Boston,A41,20,FT,,,,0,0,,,Boston,Boston,0.44482823,-1, , ,MA,MA,025,025,07000,07000,02118,02118, , ,07000,07000,3197,782.897692651736
11901,21541,,,1080,1000,,Columbus,AVE,,Boston,Boston,A45,15,FT,,,,0,0,,,Roxbury,Roxbury,0.17628558,-1, , ,MA,MA,025,025,07000,07000,02120,02120, , ,07000,07000,954,232.69697040362
11902,14006,14,20,13,33,,Heath,ST,,Boston,Boston,A31,25,,,,,0,0,,,Jamaica Plain,Jamaica Plain,0.12602321,0.12602321, , ,MA,MA,025,025,07000,07000,02130,02130, , ,07000,07000,1988,277.251065631975
11903,13935,137,111,136,106,,Hutchings,ST,,Boston,Boston,A41,20,FT,,,,0,0,,,Roxbury,Roxbury,0.038,-1, , ,MA,MA,025,025,07000,07000,02121,02121, , ,07000,07000,2147,407.475743785049
11904,11073,,,48,2,,Commonwealth,AVE,,Boston,Boston,A25,35,FT,,,,0,0,S,2,Boston,Boston,0.21802348,-1, , ,MA,MA,025,025,07000,07000,02116,02116, , ,07000,07000,966,671.512321232916
11905,12821,,,1,27,,Commonwealth,AVE,,Boston,Boston,A25,35,FT,,,,0,0,S,2,Boston,Boston,0.21950444,-1, , ,MA,MA,025,025,07000,07000,02116,02116, , ,07000,07000,966,676.073683775151
11906,10682,,,29,65,,Commonwealth,AVE,,Boston,Boston,A25,35,FT,,,,0,0,S,2,Boston,Boston,0.20107229,-1, , ,MA,MA,025,025,07000,07000,02116,02116, , ,07000,07000,966,619.302646637788
11907,16542,,,152,92,,Commonwealth,AVE,,Boston,Boston,A25,35,FT,,,,0,0,S,2,Boston,Boston,0.20025356,-1, , ,MA,MA,025,025,07000,07000,02116,02116, , ,07000,07000,966,616.780959822322
11908,10683,,,67,151,,Commonwealth,AVE,,Boston,Boston,A25,35,FT,,,,0,0,S,2,Boston,Boston,0.2007802,-1, , ,MA,MA,025,025,07000,07000,02116,02116, , ,07000,07000,966,618.403024013701
11909,12254,,,192,154,,Commonwealth,AVE,,Boston,Boston,A25,35,FT,,,,0,0,S,2,Boston,Boston,0.19994871,-1, , ,MA,MA,025,025,07000,07000,02116,02116, , ,07000,07000,966,615.842026187518
11910,10029,,,153,191,,Commonwealth,AVE,,Boston,Boston,A25,35,FT,,,,0,0,S,2,Boston,Boston,0.20099729,-1, , ,MA,MA,025,025,07000,07000,02116,02116, , ,07000,07000,966,619.071646205008
11911,12256,,,238,194,,Commonwealth,AVE,,Boston,Boston,A25,35,FT,,,,0,0,S,2,Boston,Boston,0.21615004,-1, , ,MA,MA,025,025,07000,07000,02116,02116, , ,07000,07000,966,665.742127500342
11912,9217,,,193,239,,Commonwealth,AVE,,Boston,Boston,A25,35,FT,,,,0,0,S,2,Boston,Boston,0.21405842,-1, , ,MA,MA,025,025,07000,07000,02116,02116, , ,07000,07000,966,659.299942394266
11913,12939,,,282,240,,Commonwealth,AVE,,Boston,Boston,A25,35,FT,,,,0,0,S,2,Boston,Boston,0.18130524,-1, , ,MA,MA,025,025,07000,07000,02116,02116, , ,07000,07000,966,558.42013888168
11914,9219,,,241,273,,Commonwealth,AVE,,Boston,Boston,A25,35,FT,,,,0,0,S,2,Boston,Boston,0.18247166,-1, , ,MA,MA,025,025,07000,07000,02116,02116, , ,07000,07000,966,562.012724270644
11915,15938,,,438,390,,Commonwealth,AVE,,Boston,Boston,A25,35,FT,,,,0,0,S,2,Boston,Boston,0.12123607,-1, , ,MA,MA,025,025,07000,07000,02215,02215, , ,07000,07000,966,373.407093661255
11916,14145,,,397,439,,Commonwealth,AVE,,Boston,Boston,A25,35,FT,,,,0,0,S,2,Boston,Boston,0.10344794,-1, , ,MA,MA,025,025,07000,07000,02215,02215, , ,07000,07000,966,318.619643711933
11917,14147,,,,,,Commonwealth,AVE,,Boston,Boston,A25,35,FT,,,,0,0,S,2,Boston,Boston,0.06166763,-1, , ,MA,MA,025,025,07000,07000,02215,02215, , ,07000,07000,966,189.936309612961
11918,16243,,,,,,Commonwealth,AVE,,Boston,Boston,A25,35,FT,,,,0,0,S,2,Boston,Boston,0.05212207,-1, , ,MA,MA,025,025,07000,07000,02215,02215, , ,07000,07000,966,160.535990773253
11919,14678,,,,,,Commonwealth,AVE,,Boston,Boston,A25,35,FT,,,,0,0,S,2,Boston,Boston,0.070845,-1, , ,MA,MA,025,025,07000,07000,02215,02215, , ,07000,07000,966,218.202590828473
11920,21327,,,,,,Charlesgate,,,Boston,Boston,A60,20,FT,,,,0,1,,,Boston,Boston,-1,0.141, , ,MA,MA,025,025, , ,02215,02215, , ,07000,07000,4759,280.727968668019
11921,20676,,,,,,Massachusetts,TPKE,W,Boston,Boston,A15,65,FT,,,,0,0,I,90,Boston,Boston,-1,0.359,W, ,MA,MA,025,025,07000,07000,02215,02215, , ,07000,07000,5473,1902.11098053135
11922,20529,,,,,,Massachusetts,TPKE,W,Boston,Boston,A15,65,FT,,,,0,0,I,90,Boston,Boston,-1,0.05,W, ,MA,MA,025,025,07000,07000,02215,02215, , ,07000,07000,5473,597.150059900001
11923,13434,,,441,515,,Commonwealth,AVE,,Boston,Boston,A25,35,FT,,,,0,0,S,2,Boston,Boston,0.18267875,-1, , ,MA,MA,025,025,07000,07000,02215,02215, , ,07000,07000,966,562.6505489002
11924,10248,,,498,440,,Commonwealth,AVE,,Boston,Boston,A25,35,FT,,,,0,0,S,2,Boston,Boston,0.18451175,-1, , ,MA,MA,025,025,07000,07000,02215,02215, , ,07000,07000,966,568.296199273637
11925,20594,,,547,563,,Commonwealth,AVE,,Boston,Boston,A25,35,FT,,,,0,0,U,20,Boston,Boston,0.08238235,-1, , ,MA,MA,025,025,07000,07000,02215,02215, , ,07000,07000,966,253.7376272051
11926,24931,,,,,,Beacon,ST,,Boston,Boston,A30,25,FT,,,,0,0,,,Boston,Boston,0.05098375,-1, , ,MA,MA,025,025, , ,02215,02215, , ,07000,07000,332,112.164250740894
11927,15426,,,,,,Commonwealth,AVE,,Boston,Boston,A25,35,FT,,,,0,0,U,20,Boston,Boston,0.08153812,-1, , ,MA,MA,025,025,07000,07000,02215,02215, , ,07000,07000,966,251.137401966851
11928,15944,,,565,599,,Commonwealth,AVE,,Boston,Boston,A25,35,FT,,,,0,0,U,20,Boston,Boston,0.22618953,-1, , ,MA,MA,025,025,07000,07000,02215,02215, , ,07000,07000,966,696.663767678671
11929,15427,,,598,550,,Commonwealth,AVE,,Boston,Boston,A25,35,FT,,,,0,0,U,20,Boston,Boston,0.2242645,-1, , ,MA,MA,025,025,07000,07000,02215,02215, , ,07000,07000,966,690.734661250694
11930,15096,,,601,667,,Commonwealth,AVE,,Boston,Boston,A25,35,FT,,,,0,0,U,20,Boston,Boston,0.27099244,-1, , ,MA,MA,025,025,07000,07000,02215,02215, , ,07000,07000,966,834.656714460856
11931,12956,,,660,600,,Commonwealth,AVE,,Boston,Boston,A25,35,FT,,,,0,0,U,20,Boston,Boston,0.20204574,-1, , ,MA,MA,025,025,07000,07000,02215,02215, , ,07000,07000,966,622.300890845225
11932,14095,,,669,695,,Commonwealth,AVE,,Boston,Boston,A25,35,FT,,,,0,0,U,20,Boston,Boston,0.12152926,-1, , ,MA,MA,025,025,07000,07000,02215,02215, , ,07000,07000,966,374.310126912013
11933,12954,,,702,698,,Commonwealth,AVE,,Boston,Boston,A25,35,FT,,,,0,0,U,20,Boston,Boston,0.12457579,-1, , ,MA,MA,025,025,07000,07000,02215,02215, , ,07000,07000,966,383.693423825955
11934,14097,,,697,733,,Commonwealth,AVE,,Boston,Boston,A25,35,FT,,,,0,0,U,20,Boston,Boston,0.13762748,-1, , ,MA,MA,025,025,07000,07000,02215,02215, , ,07000,07000,966,423.892645673178
11935,20579,,,781,783,,Commonwealth,AVE,,Boston,Boston,A25,35,FT,,,,0,0,U,20,Boston,Boston,0.02204792,-1, , ,MA,MA,025,025,07000,07000,02215,02215, , ,07000,07000,966,67.9075789492391
11936,24915,,,,,,Commonwealth,AVE,,Brookline,Boston,A25,35,FT,,,,0,1,U,20,Allston-Brighton,Allston-Brighton,0.04781131,-1, , ,MA,MA,021,025,09210,07000,02215,02215, , ,09175,07000,966,147.258833982033
11937,20918,,,,,,Commonwealth,AVE,,Boston,Boston,A25,35,FT,,,,1,0,U,20,Allston-Brighton,Allston-Brighton,0.0408939,-1, , ,MA,MA,025,025,07000,07000,02215,02215, , ,07000,07000,966,125.95321282325
11938,14566,,,797,887,,Commonwealth,AVE,,Boston,Boston,A25,35,FT,,,,0,0,U,20,Allston-Brighton,Allston-Brighton,0.33811666,-1, , ,MA,MA,025,025,07000,07000,02215,02215, , ,07000,07000,966,1041.39931081059
11939,13155,,,889,945,,Commonwealth,AVE,,Boston,Boston,A25,35,FT,,,,0,0,U,20,Allston-Brighton,Allston-Brighton,0.22167955,-1, , ,MA,MA,025,025,07000,07000,02215,02215, , ,07000,07000,966,682.773028181338
11940,12076,,,949,1017,,Commonwealth,AVE,,Boston,Boston,A25,35,FT,,,,0,0,U,20,Allston-Brighton,Allston-Brighton,0.24443246,-1, , ,MA,MA,025,025,07000,07000,02215,02215, , ,07000,07000,966,752.85198243348
11941,13153,2,8,1,9,,Harry Agganis,WAY,,Boston,Boston,A41,15,,,,,0,0,,,Allston-Brighton,Allston-Brighton,0.089,0.089, , ,MA,MA,025,025,07000,07000,02215,02215, , ,07000,07000,1928,238.640716795379
11942,12072,,,1019,1055,,Commonwealth,AVE,,Boston,Boston,A25,35,FT,,,,0,0,U,20,Allston-Brighton,Allston-Brighton,0.17078685,-1, , ,MA,MA,025,025,07000,07000,02215,02215, , ,07000,07000,966,526.023494560458
11943,16924,,,1057,1077,,Commonwealth,AVE,,Boston,Boston,A25,35,FT,,,,0,0,U,20,Allston-Brighton,Allston-Brighton,0.10501685,-1, , ,MA,MA,025,025,07000,07000,02215,02134, , ,07000,07000,966,323.451901768767
11944,25045,,,1132,1114,,Commonwealth,AVE,,Boston,Boston,A41,20,FT,,,,0,0,,,Allston-Brighton,Allston-Brighton,0.281,-1, , ,MA,MA,025,025,07000,07000,02134,02134, , ,07000,07000,966,491.249500806524
11945,23013,,,,,,Fuller,ST,,Boston,Boston,A41,20,,,,,0,0,,,Allston-Brighton,Allston-Brighton,0.038,0.038, , ,MA,MA,025,025,07000,07000,02134,02215, , ,07000,07000,1650,52.479147826638
11946,25071,,,,,,Commonwealth,AVE,,Boston,Boston,A35,35,FT,,,,0,0,S,30,Allston-Brighton,Allston-Brighton,-1,0.155, , ,MA,MA,025,025,07000,07000,02134,02134, , ,07000,07000,966,474.655101034725
11947,22243,,,,,,Commonwealth,AVE,,Boston,Boston,A25,35,FT,,,,0,0,U,20,Allston-Brighton,Allston-Brighton,0.03479851,-1, , ,MA,MA,025,025,07000,07000,02215,02215, , ,07000,07000,966,107.179408422201
11948,23703,,,1094,1074,,Commonwealth,AVE,,Boston,Boston,A25,35,FT,,,,0,0,U,20,Allston-Brighton,Allston-Brighton,0.06950802,-1, , ,MA,MA,025,025,07000,07000,02215,02215, , ,07000,07000,966,214.084715543224
11949,21681,,,1112,1096,,Commonwealth,AVE,,Boston,Boston,A41,20,FT,,,,0,0,,,Allston-Brighton,Allston-Brighton,0.155,-1, , ,MA,MA,025,025,07000,07000,02215,02215, , ,07000,07000,966,293.294140267324
11950,19498,,,,,,Commonwealth,AVE,,Boston,Boston,A35,35,FT,,,,0,0,S,30,Allston-Brighton,Allston-Brighton,-1,0.02, , ,MA,MA,025,025,07000,07000,02215,02215, , ,07000,07000,966,224.222253434543
11951,19545,,,,,,Commonwealth,AVE,,Boston,Boston,A35,20,FT,,,,0,0,,,Allston-Brighton,Allston-Brighton,-1,0.015, , ,MA,MA,025,025,07000,07000,02134,02134, , ,07000,07000,966,78.603312348102
11952,20777,,,1101,1141,,Commonwealth,AVE,,Boston,Boston,A41,20,FT,,,,0,0,,,Allston-Brighton,Allston-Brighton,-1,0.191, , ,MA,MA,025,025,07000,07000,02134,02134, , ,07000,07000,966,723.006518560779
11953,20857,,,1143,1161,,Commonwealth,AVE,,Boston,Boston,A41,20,FT,,,,0,0,,,Allston-Brighton,Allston-Brighton,-1,0.04, , ,MA,MA,025,025,07000,07000,02134,02134, , ,07000,07000,966,211.891765749939
11954,16865,,,1162,1134,,Commonwealth,AVE,,Boston,Boston,A41,20,FT,,,,0,0,,,Allston-Brighton,Allston-Brighton,0.101,-1, , ,MA,MA,025,025,07000,07000,02134,02134, , ,07000,07000,966,403.524997657008
11955,11293,,,,,,Commonwealth,AVE,,Boston,Boston,A35,35,FT,,,,0,0,S,30,Allston-Brighton,Allston-Brighton,0.011,-1, , ,MA,MA,025,025,07000,07000,02134,02134, , ,07000,07000,966,1193.86947453277
11956,16862,,,,,,Commonwealth,AVE,,Boston,Boston,A35,35,FT,,,,0,0,S,30,Allston-Brighton,Allston-Brighton,0.035,-1, , ,MA,MA,025,025,07000,07000,02134,02134, , ,07000,07000,966,153.405781915769
11957,16867,,,,,,Commonwealth,AVE,,Boston,Boston,A35,35,FT,,,,0,0,S,30,Allston-Brighton,Allston-Brighton,-1,0.124, , ,MA,MA,025,025,07000,07000,02134,02134, , ,07000,07000,966,386.216867807708
11958,25073,,,,,,Commonwealth,AVE,,Boston,Boston,A60,20,,,,,0,0,,,Allston-Brighton,Allston-Brighton,0.028,0.028, , ,MA,MA,025,025, , ,02134,02134, , ,07000,07000,966,47.0966971152426
11959,16861,,,,,,Commonwealth,AVE,,Boston,Boston,A35,35,FT,,,,0,0,S,30,Allston-Brighton,Allston-Brighton,0.05,-1, , ,MA,MA,025,025,07000,07000,02134,02134, , ,07000,07000,966,384.840564266349
11960,15455,,,1199,1223,,Commonwealth,AVE,,Boston,Boston,A41,20,FT,,,,0,0,,,Allston-Brighton,Allston-Brighton,-1,0.189, , ,MA,MA,025,025,07000,07000,02134,02134, , ,07000,07000,966,350.937108471804
11961,3865,,,,,,Harvard,AVE,,Boston,Boston,A31,25,,,,,0,0,,,Allston-Brighton,Allston-Brighton,0.01733743,0.01733743, , ,MA,MA,025,025,07000,07000,02134,02134, , ,07000,07000,1938,38.1423470215188
11962,7046,,,1246,1220,,Commonwealth,AVE,,Boston,Boston,A41,20,FT,,,,0,0,,,Allston-Brighton,Allston-Brighton,0.207,-1, , ,MA,MA,025,025,07000,07000,02134,02134, , ,07000,07000,966,355.92387007775
11963,16944,,,1218,1202,,Commonwealth,AVE,,Boston,Boston,A41,20,FT,,,,0,0,,,Allston-Brighton,Allston-Brighton,0.169,-1, , ,MA,MA,025,025,07000,07000,02134,02134, , ,07000,07000,966,302.586862850854
11964,17124,200,228,201,229,,Harvard,AVE,,Boston,Boston,A31,25,,,,,0,0,,,Allston-Brighton,Allston-Brighton,0.19145346,0.19145346, , ,MA,MA,025,025,07000,07000,02134,02134, , ,07000,07000,1938,421.197610829652
11965,3862,178,198,177,199,,Harvard,AVE,,Boston,Boston,A31,25,,,,,0,0,,,Allston-Brighton,Allston-Brighton,0.11409494,0.11409494, , ,MA,MA,025,025,07000,07000,02134,02134, , ,07000,07000,1938,251.008862862558
