OBJECTID,SEGMENT_ID,L_F_ADD,L_T_ADD,R_F_ADD,R_T_ADD,PRE_DIR,ST_NAME,ST_TYPE,SUF_DIR,MUN_L,MUN_R,CFCC,SPEEDLIMIT,ONEWAY,HEIGHT,WEIGHT,WIDTH,F_ZLEV,T_ZLEV,SHIELD,HWY_NUM,NBHD_L,NBHD_R,FT_COST,TF_COST,TF_DIR,FT_DIR,STATE00_L,STATE00_R,COUNTY00_L,COUNTY00_R,PLACE00_L,PLACE00_R,TRACT00_L,TRACT00_R,BLOCK00_L,BLOCK00_R,MCD00_L,MCD00_R,STREET_ID,SHAPElen
11966,16943,,,,,,Commonwealth,AVE,,Boston,Boston,A35,35,FT,,,,0,0,S,30,Allston-Brighton,Allston-Brighton,-1,0.104, , ,MA,MA,025,025,07000,07000,02134,02134, , ,07000,07000,966,318.263941493388
11967,16942,,,,,,Commonwealth,AVE,,Boston,Boston,A35,35,FT,,,,0,0,S,30,Allston-Brighton,Allston-Brighton,0.109,-1, , ,MA,MA,025,025,07000,07000,02134,02134, , ,07000,07000,966,328.466447296937
11968,9462,,,,,,Commonwealth,AVE,,Boston,Boston,A35,35,FT,,,,0,0,S,30,Allston-Brighton,Allston-Brighton,-1,0.042, , ,MA,MA,025,025,07000,07000,02134,02134, , ,07000,07000,966,698.176438950286
11969,11294,,,,,,Commonwealth,AVE,,Boston,Boston,A35,35,FT,,,,0,0,S,30,Allston-Brighton,Allston-Brighton,0.132,-1, , ,MA,MA,025,025,07000,07000,02134,02134, , ,07000,07000,966,703.485668613185
11970,11297,,,,,,Commonwealth,AVE,,Boston,Boston,A35,35,FT,,,,0,0,S,30,Allston-Brighton,Allston-Brighton,0.05,-1, , ,MA,MA,025,025,07000,07000,02134,02134, , ,07000,07000,966,334.676990656762
11971,9466,,,,,,Commonwealth,AVE,,Boston,Boston,A35,35,FT,,,,0,0,S,30,Allston-Brighton,Allston-Brighton,-1,0.029, , ,MA,MA,025,025,07000,07000,02134,02134, , ,07000,07000,966,309.242888230483
11972,25078,,,,,,Commonwealth,AVE,,Boston,Boston,A60,20,FT,,,,0,0,,,Allston-Brighton,Allston-Brighton,0.03,-1, , ,MA,MA,025,025, , ,02134,02134, , ,07000,07000,966,42.9937493405243
11973,11301,,,,,,Commonwealth,AVE,,Boston,Boston,A35,35,FT,,,,0,0,S,30,Allston-Brighton,Allston-Brighton,0.043,-1, , ,MA,MA,025,025,07000,07000,02134,02134, , ,07000,07000,966,322.851623622135
11974,9468,,,,,,Commonwealth,AVE,,Boston,Boston,A35,35,FT,,,,0,0,S,30,Allston-Brighton,Allston-Brighton,-1,0.138, , ,MA,MA,025,025,07000,07000,02134,02134, , ,07000,07000,966,409.184026716894
11975,9469,,,,,,Commonwealth,AVE,,Boston,Boston,A35,35,FT,,,,0,0,S,30,Allston-Brighton,Allston-Brighton,-1,0.106, , ,MA,MA,025,025,07000,07000,02134,02134, , ,07000,07000,966,330.134754588827
11976,11299,,,,,,Commonwealth,AVE,,Boston,Boston,A35,35,FT,,,,0,0,S,30,Allston-Brighton,Allston-Brighton,0.098,-1, , ,MA,MA,025,025,07000,07000,02134,02134, , ,07000,07000,966,694.144440915189
11977,13418,,,,,,Commonwealth,AVE,,Boston,Boston,A35,35,FT,,,,0,0,S,30,Allston-Brighton,Allston-Brighton,0.148,-1, , ,MA,MA,025,025,07000,07000,02134,02134, , ,07000,07000,966,737.636846147381
11978,14517,,,,,,Commonwealth,AVE,,Boston,Boston,A35,35,FT,,,,0,0,S,30,Allston-Brighton,Allston-Brighton,-1,0.024, , ,MA,MA,025,025,07000,07000,02134,02134, , ,07000,07000,966,693.583449846526
11979,11770,,,,,,Commonwealth,AVE,,Boston,Boston,A35,35,FT,,,,0,0,S,30,Allston-Brighton,Allston-Brighton,-1,0.036, , ,MA,MA,025,025,07000,07000,02134,02134, , ,07000,07000,966,303.58508020913
11980,9938,,,,,,Commonwealth,AVE,,Boston,Boston,A35,35,FT,,,,0,0,S,30,Allston-Brighton,Allston-Brighton,0.087,-1, , ,MA,MA,025,025,07000,07000,02135,02135, , ,07000,07000,966,1054.19331007581
11981,15186,,,1471,1557,,Commonwealth,AVE,,Boston,Boston,A41,20,,,,,0,0,,,Allston-Brighton,Allston-Brighton,-1,0.372, , ,MA,MA,025,025,07000,07000,02135,02135, , ,07000,07000,966,1038.87688626173
11982,11773,,,,,,Commonwealth,AVE,,Boston,Boston,A35,35,FT,,,,0,0,S,30,Allston-Brighton,Allston-Brighton,-1,0.028, , ,MA,MA,025,025,07000,07000,02135,02135, , ,07000,07000,966,896.078183441383
11983,12246,,,1559,1597,,Commonwealth,AVE,,Boston,Boston,A41,20,,,,,0,0,,,Allston-Brighton,Allston-Brighton,-1,0.16, , ,MA,MA,025,025,07000,07000,02135,02135, , ,07000,07000,966,485.254907492935
11984,9942,,,,,,Commonwealth,AVE,,Boston,Boston,A35,35,FT,,,,0,0,S,30,Allston-Brighton,Allston-Brighton,0.105,-1, , ,MA,MA,025,025,07000,07000,02135,02135, , ,07000,07000,966,488.884898909099
11985,10694,,,,,,Commonwealth,AVE,,Boston,Boston,A35,35,FT,,,,0,0,S,30,Allston-Brighton,Allston-Brighton,-1,0.037, , ,MA,MA,025,025,07000,07000,02135,02135, , ,07000,07000,966,327.729550606399
11986,1929,,,,,,Commonwealth,AVE,,Boston,Boston,A35,35,FT,,,,0,0,S,30,Allston-Brighton,Allston-Brighton,0.113,-1, , ,MA,MA,025,025,07000,07000,02135,02135, , ,07000,07000,966,1110.55530318687
11987,14337,,,1621,1677,,Commonwealth,AVE,,Boston,Boston,A41,20,FT,,,,0,0,,,Allston-Brighton,Allston-Brighton,-1,0.058, , ,MA,MA,025,025,07000,07000,02135,02135, , ,07000,07000,966,810.381063979484
11988,25090,160,198,171,199,,Sutherland,RD,,Boston,Boston,A41,20,FT,,,,0,0,,,Allston-Brighton,Allston-Brighton,0.015,-1, , ,MA,MA,025,025,07000,07000,02135,02135, , ,07000,07000,4051,21.7402948797923
11989,10703,,,,,,Commonwealth,AVE,,Boston,Boston,A35,35,FT,,,,0,0,S,30,Allston-Brighton,Allston-Brighton,-1,0.029, , ,MA,MA,025,025,07000,07000,02135,02135, , ,07000,07000,966,307.946656821378
11990,7910,,,,,,Wallingford,RD,,Boston,Boston,A41,20,,,,,0,0,,,Allston-Brighton,Allston-Brighton,0.01902035,0.01902035, , ,MA,MA,025,025,07000,07000,02135,02135, , ,07000,07000,4315,33.4758111736766
11991,9850,,,,,,Commonwealth,AVE,,Boston,Boston,A35,35,FT,,,,0,0,S,30,Allston-Brighton,Allston-Brighton,0.18683801,-1, , ,MA,MA,025,025,07000,07000,02135,02135, , ,07000,07000,966,575.461060222052
11992,10930,,,1769,1799,,Commonwealth,AVE,,Boston,Boston,A35,35,FT,,,,0,0,S,30,Allston-Brighton,Allston-Brighton,0.056,-1, , ,MA,MA,025,025,07000,07000,02135,02135, , ,07000,07000,966,329.294136262498
11993,25092,,,,,,Wallingford,RD,,Boston,Boston,A41,20,FT,,,,0,0,,,Allston-Brighton,Allston-Brighton,-1,0.035, , ,MA,MA,025,025,07000,07000,02135,02135, , ,07000,07000,4315,61.575608706746
11994,12627,,,1798,1774,,Commonwealth,AVE,,Boston,Boston,A41,20,FT,,,,0,0,,,Allston-Brighton,Allston-Brighton,0.024,-1, , ,MA,MA,025,025,07000,07000,02135,02135, , ,07000,07000,966,293.541237196805
11995,10953,,,1801,1845,,Commonwealth,AVE,,Boston,Boston,A35,35,FT,,,,0,0,S,30,Allston-Brighton,Allston-Brighton,-1,0.062, , ,MA,MA,025,025,07000,07000,02135,02135, , ,07000,07000,966,415.204491847759
11996,14603,,,1847,1861,,Commonwealth,AVE,,Boston,Boston,A35,35,FT,,,,0,0,S,30,Allston-Brighton,Allston-Brighton,-1,0.062, , ,MA,MA,025,025,07000,07000,02135,02135, , ,07000,07000,966,234.159085516925
11997,12631,,,1860,1848,,Commonwealth,AVE,,Boston,Boston,A41,20,FT,,,,0,0,,,Allston-Brighton,Allston-Brighton,0.206,-1, , ,MA,MA,025,025,07000,07000,02135,02135, , ,07000,07000,966,212.000379223752
11998,12633,,,1846,1800,,Commonwealth,AVE,,Boston,Boston,A41,20,FT,,,,0,0,,,Allston-Brighton,Allston-Brighton,0.108,-1, , ,MA,MA,025,025,07000,07000,02135,02135, , ,07000,07000,966,539.965559264842
11999,7398,,,,,,Strathmore,RD,,Boston,Boston,A41,20,FT,,,,0,0,,,Allston-Brighton,Allston-Brighton,0.03538416,-1, , ,MA,MA,025,025,07000,07000,02135,02135, , ,07000,07000,4007,62.2761158934022
12000,7399,,,,,,Strathmore,RD,,Boston,Boston,A41,20,,,,,0,0,,,Allston-Brighton,Allston-Brighton,0.03596155,0.03596155, , ,MA,MA,025,025,07000,07000,02135,02135, , ,07000,07000,4007,63.2923344456953
12001,10705,,,,,,Commonwealth,AVE,,Boston,Boston,A35,35,FT,,,,0,0,S,30,Allston-Brighton,Allston-Brighton,-1,0.032, , ,MA,MA,025,025,07000,07000,02135,02135, , ,07000,07000,966,604.374119874158
12002,1669,300,348,301,349,,Chestnut Hill,AVE,,Boston,Boston,A31,25,,,,,0,0,,,Allston-Brighton,Allston-Brighton,0.1801798,0.1801798, , ,MA,MA,025,025,07000,07000,02135,02135, , ,07000,07000,851,396.395563721708
12003,13215,,,1903,1925,,Commonwealth,AVE,,Boston,Boston,A35,35,FT,,,,0,0,S,30,Allston-Brighton,Allston-Brighton,0.11402126,-1, , ,MA,MA,025,025,07000,07000,02135,02135, , ,07000,07000,966,351.18548918396
12004,13217,,,1927,1983,,Commonwealth,AVE,,Boston,Boston,A35,35,FT,,,,0,0,S,30,Allston-Brighton,Allston-Brighton,0.27937243,-1, , ,MA,MA,025,025,07000,07000,02135,02135, , ,07000,07000,966,860.467092328874
12005,25100,,,,,,South,ST,,Boston,Boston,A41,20,FT,,,,0,0,,,Allston-Brighton,Allston-Brighton,0.03837782,-1, , ,MA,MA,025,025,07000,07000,02135,02135, , ,07000,07000,3918,67.5449624019146
12006,13218,,,1985,2025,,Commonwealth,AVE,,Boston,Boston,A35,35,FT,,,,0,0,S,30,Allston-Brighton,Allston-Brighton,0.17949986,-1, , ,MA,MA,025,025,07000,07000,02135,02135, , ,07000,07000,966,552.859558669708
12007,9278,,,2018,1988,,Commonwealth,AVE,,Boston,Boston,A35,35,FT,,,,0,0,S,30,Allston-Brighton,Allston-Brighton,0.16201391,-1, , ,MA,MA,025,025,07000,07000,02135,02135, , ,07000,07000,966,499.002855426587
12008,9266,,,2040,2020,,Commonwealth,AVE,,Boston,Boston,A35,35,FT,,,,0,0,S,30,Allston-Brighton,Allston-Brighton,0.017,-1, , ,MA,MA,025,025,07000,07000,02135,02135, , ,07000,07000,966,388.38290771291
12009,14249,,,2043,2049,,Commonwealth,AVE,,Boston,Boston,A35,35,FT,,,,0,0,S,30,Allston-Brighton,Allston-Brighton,-1,0.018, , ,MA,MA,025,025,07000,07000,02135,02135, , ,07000,07000,966,123.145359794674
12010,9270,,,2188,2042,,Commonwealth,AVE,,Boston,Boston,A35,35,FT,,,,0,0,S,30,Allston-Brighton,Allston-Brighton,-1,0.039, , ,MA,MA,025,025,07000,07000,02135,02135, , ,07000,07000,966,1373.40592712463
12011,14753,,,2057,2191,,Commonwealth,AVE,,Boston,Boston,A35,35,FT,,,,0,0,S,30,Allston-Brighton,Allston-Brighton,-1,0.015, , ,MA,MA,025,025,07000,07000,02135,02135, , ,07000,07000,966,1271.66019269183
12012,11918,110,128,109,127,,Blue Hill,AVE,,Boston,Boston,A31,25,,,,,0,0,,,Roxbury,Roxbury,0.11044752,0.11044752, , ,MA,MA,025,025,07000,07000,02119,02119, , ,07000,07000,454,242.984534310973
12013,11133,430,452,431,453,,Blue Hill,AVE,,Boston,Boston,A31,25,,,,,0,0,,,Dorchester,Dorchester,0.14288081,0.14288081, , ,MA,MA,025,025,07000,07000,02121,02121, , ,07000,07000,454,314.337775347489
12014,15905,2,80,1,81,,Glen,LN,,Boston,Boston,A41,15,,,,,0,0,,,Dorchester,Dorchester,0.114,0.114, , ,MA,MA,025,025,07000,07000,02130,02130, , ,07000,07000,1713,2691.48503414299
12015,15752,,,982,974,,Blue Hill,AVE,,Boston,Boston,A35,35,FT,,,,0,0,S,28,Dorchester,Dorchester,0.05781469,-1, , ,MA,MA,025,025,07000,07000,02124,02124, , ,07000,07000,454,178.069256616598
12016,11788,46,46,19,19,,Congress,ST,,Boston,Boston,A31,25,,,,,0,0,,,Boston,Boston,0.054,0.054, , ,MA,MA,025,025,07000,07000,02109,02109, , ,07000,07000,979,28.2763787342044
12017,16440,1,23,2,24,,Quaker,LN,,Boston,Boston,A41,15,,,,,0,0,,,Boston,Boston,0.09002987,0.09002987, , ,MA,MA,025,025,07000,07000,02109,02109, , ,07000,07000,5173,79.0102726696964
12018,16444,42,44,13,17,,Congress,ST,,Boston,Boston,A31,25,,,,,0,0,,,Boston,Boston,0.023,0.023, , ,MA,MA,025,025,07000,07000,02109,02109, , ,07000,07000,979,126.967483174952
12019,16448,,,,,,Quaker,LN,,Boston,Boston, ,15,,,,,0,0,,,Boston,Boston,0.11925745,0.11925745, , ,MA,MA, , , , ,02109,02109, , ,07000,07000,5173,91.0837955601583
12020,11789,25,25,26,26,,Quaker,LN,,Boston,Boston,A41,15,,,,,0,0,,,Boston,Boston,0.09725726,0.09725726, , ,MA,MA,025,025,07000,07000,02109,02109, , ,07000,07000,5173,225.73985725557
12021,24523,2,32,,,,Devonshire,ST,,Boston,Boston,A31,25,FT,,,,0,0,,,Boston,Boston,0.06553805,-1, , ,MA,MA,025,025,07000,07000,02109,02108, , ,07000,07000,1212,144.183716404677
12022,20753,,,1,55,,Devonshire,ST,,Boston,Boston,A41,20,FT,,,,0,0,,,Boston,Boston,0.011,-1, , ,MA,MA,025,025,07000,07000,02109,02109, , ,07000,07000,1212,84.3757762822167
12023,24524,,,,,,State,ST,,Boston,Boston,A60,5,FT,,,,0,0,,,Boston,Boston,0.174,-1, , ,MA,MA,025,025, , ,02108,02114, , ,07000,07000,3975,113.618258708597
12024,24530,31,25,34,30,,State,ST,,Boston,Boston,A31,25,FT,,,,0,0,,,Boston,Boston,0.03843044,-1, , ,MA,MA,025,025,07000,07000,02109,02108, , ,07000,07000,3975,84.546968093399
12025,20852,,,,,,Congress,ST,,Boston,Boston,A35,25,FT,,,,0,0,,,Boston,Boston,0.014,-1, , ,MA,MA,025,025,07000,07000,02108,02108, , ,07000,07000,979,106.649799095878
12026,24526,38,40,11,11,,Congress,ST,,Boston,Boston,A31,25,,,,,0,0,,,Boston,Boston,0.038,0.038, , ,MA,MA,025,025,07000,07000,02109,02109, , ,07000,07000,979,151.515717438146
12027,24531,73,33,72,36,,State,ST,,Boston,Boston,A31,25,FT,,,,0,0,,,Boston,Boston,0.11369067,-1, , ,MA,MA,025,025,07000,07000,02109,02109, , ,07000,07000,3975,250.119468746387
12028,15703,23,1,28,2,,State,ST,,Boston,Boston,A31,25,FT,,,,0,0,,,Boston,Boston,0.08302618,-1, , ,MA,MA,025,025,07000,07000,02109,02108, , ,07000,07000,3975,182.657594752112
12029,14520,279,271,278,270,,Washington,ST,,Boston,Boston,A41,20,FT,,,,0,0,,,Boston,Boston,-1,0.017, , ,MA,MA,025,025,07000,07000,02108,02108, , ,07000,07000,4354,59.7569910676231
12030,15533,347,315,350,320,,Washington,ST,,Boston,Boston,A41,20,FT,,,,0,0,,,Boston,Boston,-1,0.034, , ,MA,MA,025,025,07000,07000,02108,02110, , ,07000,07000,4354,164.12397522321
12031,13291,26,60,17,59,,Winter,ST,,Boston,Boston,A41,5,N,,,,0,0,,,Boston,Boston,-1,-1, , ,MA,MA,025,025,07000,07000,02111,02108, , ,07000,07000,4545,313.665465828688
12032,13653,441,371,438,400,,Washington,ST,,Boston,Boston,A41,15,FT,,,,0,0,,,Boston,Boston,0.33125142,-1, , ,MA,MA,025,025,07000,07000,02110,02108, , ,07000,07000,4354,437.251869331106
12033,10547,529,511,530,476,,Washington,ST,,Boston,Boston,A41,20,FT,,,,0,0,,,Boston,Boston,0.0720578,-1, , ,MA,MA,025,025,07000,07000,02111,02111, , ,07000,07000,4354,126.821724234902
12034,10550,581,541,580,558,,Washington,ST,,Boston,Boston,A41,20,FT,,,,0,0,,,Boston,Boston,0.14518229,-1, , ,MA,MA,025,025,07000,07000,02111,02111, , ,07000,07000,4354,255.520824264804
12035,9813,707,681,692,680,,Washington,ST,,Boston,Boston,A41,20,FT,,,,0,0,,,Boston,Boston,0.1082765,-1, , ,MA,MA,025,025,07000,07000,02116,02111, , ,07000,07000,4354,190.566637106071
12036,16390,,,,,,Washington,ST,,Boston,Boston,A41,20,,,,,0,0,,,Boston,Boston,0.01,0.01, , ,MA,MA,025,025,07000,07000,02111,02116, , ,07000,07000,4354,45.1603885163255
12037,19817,,,709,799,,Washington,ST,,Boston,Boston,A45,20,FT,,,,0,0,,,Boston,Boston,0.042,-1, , ,MA,MA,025,025,07000,07000,02116,02116, , ,07000,07000,4354,702.27744204194
12038,15026,,,816,694,,Washington,ST,,Boston,Boston,A45,20,FT,,,,0,0,,,Boston,Boston,0.014,-1, , ,MA,MA,025,025,07000,07000,02111,02111, , ,07000,07000,4354,695.881066747222
12039,17533,,,950,900,,Washington,ST,,Boston,Boston,A45,20,FT,,,,0,0,,,Boston,Boston,-1,0.039, , ,MA,MA,025,025,07000,07000,02111,02111, , ,07000,07000,4354,184.656084946744
12040,25594,16,36,17,37,,Marginal,RD,,Boston,Boston,A31,25,FT,,,,0,0,,,Boston,Boston,0.164,-1, , ,MA,MA,025,025,07000,07000,02116,02111, , ,07000,07000,2615,372.820851882502
12041,25588,,,,,,Massachusetts,TPKE,W,Boston,Boston,A15,65,FT,,,,0,0,I,90,Boston,Boston,-1,0.041,W, ,MA,MA,025,025,07000,07000,02111,02111, , ,07000,07000,5473,210.70015161999
12042,21977,,,,,,Washington,ST,,Boston,Boston,A41,20,FT,,,,1,0,,,Boston,Boston,-1,0.027, , ,MA,MA,025,025,07000,07000,02116,02111, , ,07000,07000,4354,49.6651678588836
12043,25595,2,14,1,15,,Marginal,RD,,Boston,Boston,A31,25,FT,,,,0,0,,,Boston,Boston,0.194,-1, , ,MA,MA,025,025,07000,07000,02111,02111, , ,07000,07000,2615,405.450761161191
12044,25591,963,951,966,952,,Washington,ST,,Boston,Boston,A41,20,FT,,,,0,1,,,Boston,Boston,-1,0.073, , ,MA,MA,025,025,07000,07000,02116,02111, , ,07000,07000,4354,66.8764101102427
12045,25592,1015,965,1026,968,,Washington,ST,,Boston,Boston,A41,20,FT,,,,0,0,,,Boston,Boston,-1,0.193, , ,MA,MA,025,025,07000,07000,02118,02118, , ,07000,07000,4354,331.855989460424
12046,23349,,,,,,Washington,ST,,Boston,Boston,A41,20,FT,,,,1,1,,,Boston,Boston,-1,0.054, , ,MA,MA,025,025,07000,07000,02116,02111, , ,07000,07000,4354,143.773874664219
12047,10358,2,56,1,99,,Waterford,ST,,Boston,Boston,A41,15,,,,,0,0,,,Boston,Boston,0.153,0.153, , ,MA,MA,025,025,07000,07000,02118,02118, , ,07000,07000,5308,354.274947497239
12048,14769,99,69,102,70,E,Berkeley,ST,,Boston,Boston,A31,25,FT,,,,0,0,,,Boston,Boston,0.15054883,-1, , ,MA,MA,025,025,07000,07000,02118,02118, , ,07000,07000,394,331.207430399983
12049,13064,1134,1228,1135,1227,,Washington,ST,,Boston,Boston,A31,25,,,,,0,0,,,Boston,Boston,0.23232411,0.23232411, , ,MA,MA,025,025,07000,07000,02118,02118, , ,07000,07000,4354,511.113035781332
12050,13068,1230,1276,1229,1275,,Washington,ST,,Boston,Boston,A31,25,,,,,0,0,,,Boston,Boston,0.11779784,0.11779784, , ,MA,MA,025,025,07000,07000,02118,02118, , ,07000,07000,4354,259.155250122976
12051,11068,1336,1380,1337,1379,,Washington,ST,,Boston,Boston,A31,25,,,,,0,0,,,Boston,Boston,0.12085193,0.12085193, , ,MA,MA,025,025,07000,07000,02118,02118, , ,07000,07000,4354,265.874235086841
12052,13338,1462,1494,1455,1503,,Washington,ST,,Boston,Boston,A31,25,,,,,0,0,,,Boston,Boston,0.12053177,0.12053177, , ,MA,MA,025,025,07000,07000,02118,02118, , ,07000,07000,4354,265.169894633721
12053,17275,1496,1524,1505,1525,,Washington,ST,,Boston,Boston,A31,25,,,,,0,0,,,Boston,Boston,0.11027655,0.11027655, , ,MA,MA,025,025,07000,07000,02118,02118, , ,07000,07000,4354,242.608413090725
12054,17276,71,1,70,2,W,Brookline,ST,,Boston,Boston,A41,20,FT,,,,0,0,,,Boston,Boston,0.21839846,-1, , ,MA,MA,025,025,07000,07000,02118,02118, , ,07000,07000,588,384.381293861152
12055,20615,,,1527,1551,,Washington,ST,,Boston,Boston,A35,25,FT,,,,0,0,,,Boston,Boston,0.18512034,-1, , ,MA,MA,025,025,07000,07000,02118,02118, , ,07000,07000,4354,407.26474778682
12056,19512,,,1552,1526,,Washington,ST,,Boston,Boston,A35,25,FT,,,,0,0,,,Boston,Boston,0.18463771,-1, , ,MA,MA,025,025,07000,07000,02118,02118, , ,07000,07000,4354,406.202961505591
12057,15892,1600,1638,1595,1639,,Washington,ST,,Boston,Boston,A31,25,,,,,0,0,,,Boston,Boston,0.11631908,0.11631908, , ,MA,MA,025,025,07000,07000,02118,02118, , ,07000,07000,4354,255.901975332452
12058,25416,2,4,1,3,,Rutland,ST,,Boston,Boston,A41,20,FT,,,,0,0,,,Boston,Boston,0.093,-1, , ,MA,MA,025,025,07000,07000,02118,02118, , ,07000,07000,3692,177.444651829789
12059,20616,,,1598,1554,,Washington,ST,,Boston,Boston,A35,25,FT,,,,0,0,,,Boston,Boston,0.11435778,-1, , ,MA,MA,025,025,07000,07000,02118,02118, , ,07000,07000,4354,251.587124150552
12060,19144,,,1553,1593,,Washington,ST,,Boston,Boston,A35,25,FT,,,,0,0,,,Boston,Boston,0.11266779,-1, , ,MA,MA,025,025,07000,07000,02118,02118, , ,07000,07000,4354,247.869141476952
12061,14309,1640,1680,1641,1699,,Washington,ST,,Boston,Boston,A31,25,,,,,0,0,,,Boston,Boston,0.11525609,0.11525609, , ,MA,MA,025,025,07000,07000,02118,02118, , ,07000,07000,4354,253.563394618813
12062,12919,1682,1722,1701,1719,,Washington,ST,,Boston,Boston,A31,25,,,,,0,0,,,Boston,Boston,0.11345558,0.11345558, , ,MA,MA,025,025,07000,07000,02118,02118, , ,07000,07000,4354,249.602278500808
12063,17258,1760,1796,1759,1795,,Washington,ST,,Boston,Boston,A31,25,,,,,0,0,,,Roxbury,Roxbury,0.1078299,0.1078299, , ,MA,MA,025,025,07000,07000,02118,02118, , ,07000,07000,4354,237.225783694011
12064,14383,2,16,1,17,,Thorndike,ST,,Boston,Boston,A41,20,,,,,0,0,,,Roxbury,Roxbury,0.055,0.055, , ,MA,MA,025,025,07000,07000,02118,02118, , ,07000,07000,4135,156.08216278181
12065,15421,1906,1958,1909,1959,,Washington,ST,,Boston,Boston,A31,25,,,,,0,0,,,Roxbury,Roxbury,0.10543184,0.10543184, , ,MA,MA,025,025,07000,07000,02118,02118, , ,07000,07000,4354,231.950049921183
12066,14103,2,10,1,9,,Ball,ST,,Boston,Boston,A41,20,,,,,0,0,,,Roxbury,Roxbury,0.011,0.011, , ,MA,MA,025,025,07000,07000,02119,02119, , ,07000,07000,276,481.731678022171
12067,17493,1960,2036,1961,2037,,Washington,ST,,Boston,Boston,A31,25,,,,,0,0,,,Roxbury,Roxbury,0.14502928,0.14502928, , ,MA,MA,025,025,07000,07000,02118,02118, , ,07000,07000,4354,319.064418637659
12068,17491,2038,2068,2039,2069,,Washington,ST,,Boston,Boston,A31,25,,,,,0,0,,,Roxbury,Roxbury,0.09728935,0.09728935, , ,MA,MA,025,025,07000,07000,02118,02118, , ,07000,07000,4354,214.036565767613
12069,21044,,,,,,Washington,ST,,Boston,Boston,A31,25,,,,,0,0,,,Roxbury,Roxbury,0.01752877,0.01752877, , ,MA,MA,025,025,07000,07000,02119,02119, , ,07000,07000,4354,38.5632913282251
12070,15350,2070,2118,2071,2119,,Washington,ST,,Boston,Boston,A31,25,,,,,0,0,,,Roxbury,Roxbury,0.17182861,0.17182861, , ,MA,MA,025,025,07000,07000,02119,02119, , ,07000,07000,4354,378.022941639502
12071,14540,2,24,1,21,,Eustis,ST,,Boston,Boston,A41,20,,,,,0,0,,,Roxbury,Roxbury,0.063,0.063, , ,MA,MA,025,025,07000,07000,02119,02119, , ,07000,07000,1446,245.897612702239
12072,8021,2120,2140,2121,2137,,Washington,ST,,Boston,Boston,A31,25,,,,,0,0,,,Roxbury,Roxbury,0.04430647,0.04430647, , ,MA,MA,025,025,07000,07000,02119,02119, , ,07000,07000,4354,97.4742249939575
12073,14292,2142,2198,2139,2199,,Washington,ST,,Boston,Boston,A31,25,,,,,0,0,,,Roxbury,Roxbury,0.15108941,0.15108941, , ,MA,MA,025,025,07000,07000,02119,02119, , ,07000,07000,4354,332.396710274996
12074,17525,,,2221,2249,,Washington,ST,,Boston,Boston,A31,25,FT,,,,0,0,,,Roxbury,Roxbury,0.07787018,-1, , ,MA,MA,025,025,07000,07000,02119,02119, , ,07000,07000,4354,171.314406748072
12075,8022,2300,2340,2301,2341,,Washington,ST,,Boston,Boston,A31,25,FT,,,,0,0,,,Roxbury,Roxbury,0.09202309,-1, , ,MA,MA,025,025,07000,07000,02119,02119, , ,07000,07000,4354,202.450792338526
12076,8024,2500,2540,2499,2501,,Washington,ST,,Boston,Boston,A31,25,,,,,0,0,,,Roxbury,Roxbury,0.03265854,0.03265854, , ,MA,MA,025,025,07000,07000,02119,02119, , ,07000,07000,4354,71.8487954208732
12077,8025,2562,2590,2561,2589,,Washington,ST,,Boston,Boston,A31,25,,,,,0,0,,,Roxbury,Roxbury,0.16908293,0.16908293, , ,MA,MA,025,025,07000,07000,02119,02119, , ,07000,07000,4354,371.982444361583
12078,15466,2542,2560,2503,2559,,Washington,ST,,Boston,Boston,A31,25,,,,,0,0,,,Roxbury,Roxbury,0.10615154,0.10615154, , ,MA,MA,025,025,07000,07000,02119,02119, , ,07000,07000,4354,233.533377637982
12079,15467,64,74,63,73,,Saint James,ST,,Boston,Boston,A41,20,FT,,,,0,0,,,Roxbury,Roxbury,0.068,-1, , ,MA,MA,025,025,07000,07000,02119,02119, , ,07000,07000,3718,234.989594224229
12080,13729,2820,2856,2821,2847,,Washington,ST,,Boston,Boston,A31,25,,,,,0,0,,,Roxbury,Roxbury,0.12129401,0.12129401, , ,MA,MA,025,025,07000,07000,02119,02119, , ,07000,07000,4354,266.846825757471
12081,14841,2894,2938,2893,2937,,Washington,ST,,Boston,Boston,A31,25,,,,,0,0,,,Roxbury,Roxbury,0.25626309,0.25626309, , ,MA,MA,025,025,07000,07000,02119,02119, , ,07000,07000,4354,563.778806704344
12082,14047,2,24,1,25,,Dimock,ST,,Boston,Boston,A41,20,,,,,0,0,,,Roxbury,Roxbury,0.13954392,0.13954392, , ,MA,MA,025,025,07000,07000,02119,02119, , ,07000,07000,1226,245.597307770903
12083,13625,75,27,70,26,,Dimock,ST,,Boston,Boston,A41,20,FT,,,,0,0,,,Roxbury,Roxbury,0.37199936,-1, , ,MA,MA,025,025,07000,07000,02119,02119, , ,07000,07000,1226,654.718871223285
12084,8035,2940,2968,2939,2971,,Washington,ST,,Boston,Boston,A31,25,,,,,0,0,,,Roxbury,Roxbury,0.12609716,0.12609716, , ,MA,MA,025,025,07000,07000,02119,02119, , ,07000,07000,4354,277.413753531949
